,RpL39,RpS25,RpLP1,Mlc2,RpL41,RpLP2,mt:lrRNA,Nplp2,dpr2,RpL38,Act57B,RpS26,RpS11,RpS15,RpS12,RpL32,Mlp60A,eEF1alpha1,RpL14,RpL23,RpL27A,RpL31,Lcp65Ag1,Lcp65Ag3,CG14265,CG14302,CG12310,RpS8,RpL18A,RpS9,RpS20,RpS27,CG30413,RpS4,CG15282,RpL12,RpS30,MtnA,RpS29,RpL9,Lcp65Ac,CG18649,RpL15,mt:CoII,Lcp65Ag2,mt:ATPase6,CG11131,CG13545,Jon99Fii,CG14300
RpL39,1.0,0.3269454743407534,0.3462509437098948,0.13359655412534338,0.4850241077022104,0.3918223740878624,0.43197082527753244,0.20213408155010126,0.2991148537333966,0.3473495564980345,0.17772514636490816,0.3244638842915942,0.29234879858220963,0.35063916632352915,0.30927517394687576,0.3751828100554232,0.14327821925376283,0.276548001547924,0.32762862545205745,0.34810126557911286,0.3017598901709869,0.34192107833926727,0.03526576606531112,0.03427586011267621,,-0.03296888798995101,-0.023307078840533724,0.25580910892536757,0.30140323911078437,0.25366582400601534,0.32776707332399635,0.3662115156564953,0.01654598510798193,0.27430187489374164,0.03050023003549337,0.2926351444252521,0.29846211451355326,0.19580394786448496,0.3178730676059775,0.3202483653943356,-0.012844236441669946,-0.06335726638543154,0.29809836867171025,0.2720834440983467,0.043136397870932854,0.33268517557748944,,,,-0.03138795450355573
RpS25,0.3269454743407534,1.0,0.28423391352900906,0.09311012468238411,0.4055248717068692,0.3400589274509931,0.30062467057960623,0.22588227971051422,0.24949538168182647,0.28982199481807447,0.12872860364438665,0.27166812141804986,0.1906950428835068,0.2790779483705821,0.2863718793068423,0.26023544957626576,0.12953296258692776,0.19424167841123396,0.3201443639182167,0.30628744208272707,0.2712469089280941,0.2796217837567339,0.016486430381833957,0.05447074147696906,,-0.032349023114550166,-0.0358811292592433,0.23916156067905836,0.2912360394157482,0.2040836972330753,0.310728364472881,0.29168624571436397,0.03597677287371571,0.1975172418808919,-0.036178154649541265,0.26956703537121557,0.2551366101513696,0.2170752837543044,0.28053158410576007,0.22478122792027821,-0.024551548680484567,-0.051200184904662174,0.2509840386119516,0.2352127167512542,0.05417737988268451,0.22777899136002722,,,,-0.0039273889016721185
RpLP1,0.3462509437098948,0.28423391352900906,1.0,0.09896291876848,0.3965664623274292,0.29175813852889915,0.31520970520267444,0.18313827015415693,0.2545970530854366,0.2760902675026286,0.18181465544615355,0.29407505413271773,0.2164222218280645,0.2861725679010213,0.31773732021617873,0.28150142785499743,0.1665525538224691,0.1771835714982644,0.28688663830069916,0.30905823065238536,0.29885882237938227,0.2608109925890087,0.011448160508818426,0.011544933016334562,,-0.05502758938437119,-0.06254695961590015,0.2206369225346193,0.26215086662110854,0.21105433665278267,0.3077737068577739,0.2883759524030245,0.03549411315228171,0.23736545292515474,-0.029097607310898936,0.24604312993270802,0.2768588861473527,0.17311515810021877,0.2711936886449097,0.24167995144253987,-0.0032101929072150337,-0.028260229275857546,0.24706879190542724,0.24522773644235965,-0.0043082833645311175,0.2614915419565677,,,,0.02718892098135468
Mlc2,0.13359655412534338,0.09311012468238411,0.09896291876848,1.0,0.203218016706341,0.2014992777939864,0.24001861677230546,-0.0660899868821266,0.15551562762276774,0.11813811829341743,0.54615881392243,0.11452172503649677,0.18711193693195777,0.16780644037583356,0.11695716530061981,0.17044006194985128,0.5315676485697451,0.2186357214322615,0.14272084873614577,0.10277215278568504,0.09628970745333841,0.10483471547207861,0.026544639206149242,-0.002344622845003766,,-0.04958947924019034,0.0007352447826529759,0.15501160362471386,0.06390111998516636,0.23205313725166138,0.08854901970630243,0.16301468566618132,0.05726768128201811,0.19315715473248396,0.19016753156237848,0.1355447596927127,0.1258491616525514,0.03304739888252389,0.10113616121398983,0.21383923283166825,-0.012092063828013214,-0.02389742900929213,0.12016589334627079,0.02831638004441802,0.04469439086388237,0.07565951736434344,,,,0.011991430753847987
RpL41,0.4850241077022104,0.4055248717068692,0.3965664623274292,0.203218016706341,1.0,0.4136557739961713,0.5113091069707744,0.29029719291848416,0.3546245838032879,0.4072625555052305,0.21953250542504496,0.39752190939086735,0.3365078735205616,0.40477198918970325,0.35835333915342865,0.39197547943557987,0.23458957343960116,0.3104294521351576,0.3898797564952571,0.43271271374416403,0.38374485959482296,0.43490073996648454,0.0866856412636214,0.04291410010177823,,-0.04739324312959831,-0.06083353225241149,0.29774798161378024,0.35462717509314373,0.2704869233249948,0.4200016522484583,0.40338956024428835,0.038435515076289554,0.2931236044052743,-0.005627255507146529,0.2973973443296061,0.31866412129855,0.21475268579787737,0.3271603395031574,0.34188108042839277,-0.0446952877841029,-0.07927020814759912,0.4022456056995917,0.33807046494199466,0.058424549705797024,0.4139342658062773,,,,-0.003529725347440038
RpLP2,0.3918223740878624,0.3400589274509931,0.29175813852889915,0.2014992777939864,0.4136557739961713,1.0,0.3591213582208009,0.2194130251520852,0.31949207757779124,0.32840529078536584,0.1679974178133354,0.2772329048766794,0.30806709414930145,0.3213800193391174,0.2696375687188077,0.3222738243185698,0.22014310926001224,0.23125846885046067,0.3208913290773727,0.29817329153300565,0.26197755098917347,0.29955065264573605,0.01624449200344185,0.07393072462819833,,-0.022519626132909292,-0.02895910438650305,0.253818478740289,0.2523873508492493,0.3491635118361274,0.25797199554412503,0.3081204869209596,0.06319834123962233,0.3583599907863319,0.06223693472599884,0.32953202774796386,0.299906480899295,0.1921071855177477,0.2660630887161498,0.3385997548022055,-0.07322899185640222,-0.021504187967336212,0.2972637380119647,0.17753409084470928,0.08618020162436997,0.24362360535069522,,,,0.014028009384281837
mt:lrRNA,0.43197082527753244,0.30062467057960623,0.31520970520267444,0.24001861677230546,0.5113091069707744,0.3591213582208009,1.0,0.10423843869866403,0.3125064352762751,0.34891725956237457,0.2932198903245849,0.33022235377244097,0.27857471925000493,0.3813179327643228,0.2618459981036636,0.3476516579594061,0.2567264107215547,0.3200561633378275,0.3743638617575786,0.33129235511795735,0.2881645072879934,0.3218413169158657,0.039957402173527966,0.02399863047745841,,-0.06810870617202376,-0.047847951254387226,0.26812332539921485,0.26509740753550515,0.2473448407874325,0.2969503855182998,0.33210008770325056,0.05729168442556297,0.3048440823237542,0.005516110603243486,0.2779708099724555,0.3188003426410575,0.11407490168096229,0.31119017038262553,0.3051562253432835,-0.04413799514049146,-0.03806345053332513,0.32832375123448276,0.37059899354732473,0.03491063765199611,0.4026927087926636,,,,-0.016155801470291397
Nplp2,0.20213408155010126,0.22588227971051422,0.18313827015415693,-0.0660899868821266,0.29029719291848416,0.2194130251520852,0.10423843869866403,1.0,0.1454314939135101,0.1648777046370051,-0.031192991120598437,0.20005517182653307,0.19474266026833165,0.16546073207542045,0.1926742525655024,0.189092294580635,-0.01615552288898566,0.04706895036141178,0.15901087611949316,0.1998919926163484,0.24065168951350585,0.23767780013783668,0.02290306806766517,0.02989798779432077,,0.010169870353521324,-0.034429315715298135,0.10721169505405248,0.2530850343421138,0.09904248483060381,0.24778794605287344,0.2095467796724502,-0.01928561660798537,0.15121822479225036,-0.10693597697445781,0.15960726849998766,0.15738862434092307,0.16975468706213712,0.18172631001094733,0.14046278159772335,-0.0057686989368658246,-0.08922505065989637,0.1546997719875849,0.09179343445115744,-0.010750986035522353,0.11008749175971265,,,,0.01550603078542123
dpr2,0.2991148537333966,0.24949538168182647,0.2545970530854366,0.15551562762276774,0.3546245838032879,0.31949207757779124,0.3125064352762751,0.1454314939135101,1.0,0.22290685848194824,0.1962119170554399,0.20426428045272715,0.211879718671241,0.2916835887164554,0.19982354042316014,0.25665484286154006,0.21044394816000303,0.2695237676156741,0.23997845027156983,0.23157957479410365,0.26794826366203484,0.2747872030751721,0.08912170484710931,0.04663724576507629,,-0.05265289805866445,0.11362421938137401,0.173496715031415,0.23161057874673996,0.1727474615469521,0.21430446059797326,0.242711985753458,0.02751294018852695,0.23393578839896365,0.02418951852965236,0.2029605073154195,0.2014432467432225,0.12303344431479674,0.20633100865751078,0.2275989992461212,-0.015029300033826689,0.17844605134697655,0.21215836556665787,0.1720454145724966,0.05285331701028324,0.21614717009205645,,,,0.004622725902096058
RpL38,0.3473495564980345,0.28982199481807447,0.2760902675026286,0.11813811829341743,0.4072625555052305,0.32840529078536584,0.34891725956237457,0.1648777046370051,0.22290685848194824,1.0,0.11457897747208363,0.3080270035524939,0.2565967717163433,0.3072246324039294,0.2534937553825036,0.30200291566141135,0.1516398138681946,0.20761818883032324,0.30192134864754056,0.3216396464188357,0.2724715177112872,0.2648160031311205,0.09390948776179593,0.03521490963117469,,-0.055207474200515735,-0.03159457091582724,0.22102380025197013,0.22525684493503434,0.19805539720407,0.28534372931568014,0.2569947761250028,0.026864235786751484,0.23851338601431546,0.03405818022915268,0.22805868939905605,0.18318125819002987,0.17821663462148682,0.2776394905569261,0.24767787072130107,-0.028033607969291188,-0.029034146329552896,0.26642470344992014,0.24426483777957483,0.007231614014357604,0.2303674444591055,,,,0.01695703034090774
