,RpL39,RpS25,RpLP1,Mlc2,RpL41,RpLP2,mt:lrRNA,Nplp2,dpr2,RpL38,Act57B,RpS26,RpS11,RpS15,RpS12,RpL32,Mlp60A,eEF1alpha1,RpL14,RpL23,RpL27A,RpL31,Lcp65Ag1,Lcp65Ag3,CG14265,CG14302,CG12310,RpS8,RpL18A,RpS9,RpS20,RpS27,CG30413,RpS4,CG15282,RpL12,RpS30,MtnA,RpS29,RpL9,Lcp65Ac,CG18649,RpL15,mt:CoII,Lcp65Ag2,mt:ATPase6,CG11131,CG13545,Jon99Fii,CG14300
RpL39,1.0,0.8159367944470477,0.8022538514647393,0.18937566121414742,0.8347488263848409,0.8102963099367122,0.7365577534475354,-0.12413427542047986,0.781231682541685,0.836714189838851,0.24957937754447457,0.815794861124945,0.756268966736446,0.7985926672202287,0.7728163208603595,0.7189633796115859,0.14497873271933404,0.7914172147436223,0.7578332048742307,0.7861307980285731,0.8100329431436115,0.7709427715376492,-0.2214985388057387,-0.24957585162717785,0.0802257191955849,0.37877654643887926,0.48027549846982076,0.7230107737579975,0.7584362045651482,0.7194465306976361,0.7739672993320408,0.7807219430311696,0.06055811938106868,0.666990166359866,0.44771295496136887,0.7195442026187278,0.7744182163004674,0.19063344872736637,0.7750865207093903,0.7980341453101674,-0.013956738514064745,0.07818908525465297,0.7581983283872105,0.7074621546253259,-0.2852270194928211,0.7158715806734456,-0.14722387874547854,-0.04836033817150112,0.11155833766330087,0.644670505885938
RpS25,0.8159367944470477,1.0,0.7822386842013512,0.18280374190023405,0.7817333289276711,0.7907355337039791,0.6381607521425918,-0.13625625439195774,0.7388953737845219,0.7898261074717293,0.22264195057423689,0.7855648210109292,0.7269772180256964,0.7649573274709942,0.7337815360054113,0.6960747783822268,0.08794083132976963,0.7820059481002326,0.7292566205840941,0.758700781570566,0.7729357670192599,0.7397548733668872,-0.19540906418207166,-0.21831706614929652,0.09778461246995757,0.3790470193117869,0.4897070028343566,0.6925362943950147,0.7341004349810554,0.7002057733710788,0.746284364072644,0.756646508949932,0.039829652794690376,0.6512072906168235,0.46170108107470426,0.6981343670984733,0.7578821202624065,0.17950229538548165,0.7433533476819326,0.7791985504976143,0.007675582638847692,0.08035865510281116,0.7360261214940658,0.6405083783708256,-0.2569494059584148,0.6655704260603199,-0.1243385169293296,-0.041012827319963675,0.11469870142781118,0.6271743681934453
RpLP1,0.8022538514647393,0.7822386842013512,1.0,0.16162856099352071,0.7630970670559563,0.7871543823293876,0.5960608937444803,-0.13861902895556924,0.7245129783880083,0.7862774602846676,0.1976400634850111,0.7760212638066476,0.723198719070894,0.7511089894348119,0.7246187205098377,0.6979186662076868,0.0654998325886741,0.7869225366942257,0.7284131099793756,0.7522321026249789,0.7724097562833311,0.7219046648433197,-0.16597225562642384,-0.19256888181588963,0.11634885700372906,0.36711365920097083,0.5009895887571145,0.6801086265410466,0.7375580255436675,0.6947341392194415,0.7508869497757552,0.7618846383841482,0.023081429738274352,0.6440309807160941,0.46382230671140046,0.6897813990090449,0.7527371815296416,0.1542178933007073,0.7567356877347508,0.7758019379004256,0.01998357528362864,0.08862152478432521,0.7326755826115436,0.6225376451944514,-0.24214770047578535,0.6360609018107813,-0.11498905756853052,-0.03773431128531227,0.14619051018222962,0.6182023834800072
Mlc2,0.18937566121414742,0.18280374190023405,0.16162856099352071,1.0,0.2220542385254618,0.21000476493354742,0.13989745532962317,0.02669560181231965,0.07341507524422057,0.15206854223761976,0.7517255152844015,0.17138676365402175,0.21485028450351706,0.1871653878756547,0.2002854469720532,0.198216416992156,0.3473583902916254,0.10906739027304063,0.19554369221746432,0.184885933006289,0.19537098643043088,0.19553771422390862,0.022391552468833585,0.019254475934750354,-0.05900051465668224,-0.029826352413083883,-0.01843778229022864,0.1870897688785703,0.16511599875308386,0.19536670042387538,0.17895316720447507,0.1715971032890098,0.017829701603772077,0.20370557673385392,0.18986589401278853,0.22232222215021571,0.1696732100068468,-0.03572033362457263,0.1654647849947891,0.1650720007156915,0.01742698093296362,-0.035847367307705304,0.14904428868634143,0.08190730432007588,-0.0009606946883527476,0.0926008986049732,0.003768767675528958,0.047192471585492175,-0.05987774943832413,0.049626860174335596
RpL41,0.8347488263848409,0.7817333289276711,0.7630970670559563,0.2220542385254618,1.0,0.8057157341841164,0.7123457788239193,-0.02868411416623144,0.6633313999938975,0.7727149311592408,0.2915688899668642,0.7810288745197603,0.7835705220553063,0.7857524060219517,0.7510882343097994,0.7661578629053996,0.2872062671745118,0.6898813659030284,0.741965280677428,0.7823143527275443,0.771793923048604,0.7759471313633838,-0.21805798877354562,-0.2468148051133054,0.07034216709282398,0.3116143780285874,0.4141139801288007,0.7241138883231948,0.7478991850951899,0.7519623431014881,0.7349844023528536,0.7743955871432913,0.0991126317709569,0.7316125881818829,0.44975437574184607,0.7483332880903738,0.7711629292419624,0.14517654584539558,0.7524833543151813,0.7719711302713834,-0.02615778698529127,0.08976931354692662,0.7120794437680376,0.5759355890647437,-0.2769480563292056,0.6029903510227899,-0.1430529861315481,-0.05120558091020707,0.05008136823614878,0.5269074573397526
RpLP2,0.8102963099367122,0.7907355337039791,0.7871543823293876,0.21000476493354742,0.8057157341841164,1.0,0.6147567742209894,-0.11261828929951355,0.7054373638311635,0.7804693423407705,0.250379149390508,0.7950181742723551,0.7540770380715642,0.7722862001218946,0.7515358642921215,0.7182111510514605,0.12051662201314356,0.7725247607952049,0.7454611825073655,0.766285402008566,0.7833403047949306,0.7557430140924855,-0.16985352497234696,-0.1921701292546492,0.10202757983891272,0.3690586503500788,0.47625508334839306,0.7108698291710892,0.7466940814311358,0.733271425822213,0.756289155536041,0.7707484628995657,0.035837343651807484,0.6930254745206532,0.5013749775646175,0.723829835657189,0.7633873620862478,0.13194693360571508,0.7571066417886693,0.7872581891027631,0.011951999896705649,0.09427568600305321,0.7276527368769312,0.5901524779975448,-0.2421775351854278,0.6093974495544303,-0.11821433197224517,-0.03207279943822276,0.07175628544836994,0.5972651106416683
mt:lrRNA,0.7365577534475354,0.6381607521425918,0.5960608937444803,0.13989745532962317,0.7123457788239193,0.6147567742209894,1.0,-0.11008827898112047,0.7540633772611706,0.6846268799713138,0.24514302940367794,0.6343935290523093,0.6080216946409446,0.6616951730306889,0.6005718951181889,0.5909326370641471,0.24532452491385837,0.6289570353800775,0.5649072871344512,0.6324596035113511,0.6217763970458624,0.6094031212340256,-0.2820739864934942,-0.30795753439632767,0.04964574762085895,0.3090793962805416,0.42628198477459894,0.5810610665358948,0.5891148190385049,0.5442027757082522,0.55766627614439,0.5967581911573079,0.0852197690448177,0.5448523800612256,0.3133119409558618,0.5672239380108278,0.6285180929911168,0.36021982099513156,0.5761660406433096,0.661104461229267,-0.04784476279878973,0.09031403586734472,0.6371348085588903,0.7387515205535878,-0.30585032803381057,0.7472508942909392,-0.17431191412354793,-0.08349585156201891,0.13667820344732978,0.6086278915922909
Nplp2,-0.12413427542047986,-0.13625625439195774,-0.13861902895556924,0.02669560181231965,-0.02868411416623144,-0.11261828929951355,-0.11008827898112047,1.0,-0.3063565210701745,-0.20744328190048034,0.029371823186861355,-0.14808147712246006,-0.0554411180452162,-0.10200539398244649,-0.06664899200275055,-0.042256891415351966,0.243631574564943,-0.27659169545554235,-0.09380946896188207,-0.08670179470535745,-0.10667593671061767,-0.06227861387429263,0.049167184520794785,0.0462500491223682,-0.1214572086174909,-0.1495497438789784,-0.3041577437018761,-0.0733941684373986,-0.09707227083836621,-0.06572510599789318,-0.09194026600936868,-0.14819571546345914,0.09802121456510356,-0.006346646851088665,-0.10972166766881361,-0.052948269124334736,-0.1495395566346856,-0.0689409478117963,-0.1174006076514006,-0.17609261789442757,-0.03205633423212413,-0.05029059860639585,-0.16419395398262937,-0.20947206824882147,0.10524662034476422,-0.2317625175873833,0.009040736010488461,-0.0023104221453424762,-0.13348096962928865,-0.317660390500473
dpr2,0.781231682541685,0.7388953737845219,0.7245129783880083,0.07341507524422057,0.6633313999938975,0.7054373638311635,0.7540633772611706,-0.3063565210701745,1.0,0.8217739293937603,0.11185851985954937,0.7706125847988031,0.6380552159302862,0.6994418037685692,0.6629326319413461,0.5928608832283232,-0.13057382468455558,0.8787973492049771,0.6502544406889414,0.6966663109028753,0.7082454011109097,0.6405857135738091,-0.24758893603690907,-0.27064855054403086,0.1553315676406825,0.5688468016674816,0.6660782889431955,0.6344598784900973,0.6821976743717244,0.6005571618865403,0.6660947121800153,0.7115662794834876,-0.05356997054647931,0.5079120910440151,0.416297639688286,0.595394865927493,0.7230095846801888,0.325360519432653,0.6902377970446669,0.7965239375679608,-0.003469162870182419,0.1058716311625662,0.7680988919601024,0.7692640507725256,-0.2987805834154588,0.8154093455601131,-0.14325406074145267,-0.06448312007784707,0.18516732384051177,0.8672226341944043
RpL38,0.836714189838851,0.7898261074717293,0.7862774602846676,0.15206854223761976,0.7727149311592408,0.7804693423407705,0.6846268799713138,-0.20744328190048034,0.8217739293937603,1.0,0.1891887412670617,0.8078778317917704,0.7154360810553627,0.7620656059330316,0.7223696145555274,0.6797940615189813,0.0012047631437953324,0.823048326402719,0.7267502219608871,0.7555118080253188,0.7763083591782846,0.726254970811097,-0.22924776269680686,-0.2586945990382572,0.1251439553546161,0.4152512269035012,0.5572265493225959,0.6773508515844798,0.7366888907241937,0.680546579225714,0.7422850672675023,0.7799675576042496,-0.0065384098156735515,0.6048821284733719,0.44009700981659644,0.6724851503752257,0.7738246834090534,0.22418982583254626,0.7521002589242437,0.8011721151679101,-0.010713926657103202,0.09481682080903989,0.7668947965599466,0.718186699574009,-0.286760861238169,0.7450960585722133,-0.14329181703636878,-0.0555942917530319,0.13909077467874423,0.7079731329767474
