,CR30029,pre-rRNA:CR45856,His4r,CG42815,RpS3A,Jon44E,Lcp65Ag1,CG7630,ATPsynG,RpL39,Phk-3,RpS25,CG32453,CG13731,RpS21,CG10953,sta,CG14302,RpL9,CG4362,Osi14,Mlp60A,CG8997,CG42305,Cpr65Ea,RpL35,epsilonTry,CG30413,Osi7,mt:CoII,Tm1,ATPsyndelta,CG13069,Mp20,CG18649,RpL31,RpS17,RpL14,RpL23A,RpL37a,Lcp3,Cpr51A,CG17633,RpL18,CG9747,Tpc2,Cpr65Av,betaTry,MtnA,RpS9,Acbp2,CG13060,CG13159,RpL11,CG13063,CG11911,eEF1alpha1,Jon65Aiv,mt:ATPase6,Jon65Aiii,yip7,wupA,Jon25Biii,Lcp2,RpS12,Lcp4,CG34282,CG15213,CG32266,Cpr47Eg,RpS27A,CG9083,CG31626,Gasp,RpS20,Lcp65Ac,CG8664,Osi6,RpL38,CG4115,Vha16-1,obst-A,CG13738,RpL19,Jon99Fii,Cpr78E,Ipod,CG15282,RpS23,RpS16,CG17290,ox,CG13679,CG15022,RpS11,mt:CoI,CG12310,RpL24,CG7299,TwdlM,CG14300,Jon25Bi,RpL8,Cpr67Fa2,Obp56d,TwdlB,CG11131,TwdlF,fax,Mlc2,Vajk4,RpL23,Osi20,Neb-cGP,Jon25Bii,Lsp1beta,Nplp2,CG13315,Lcp1,Mhc,alphaTry,CG15212,Hsc70-4,RpL32,CG9568,RNASEK,RpLP1,CG32073,TwdlD,TwdlW,Lcp65Ag3,up,Lsp1gamma,CG7953,RpL28,EAChm,RpL30,Obp83g,lncRNA:CR40469,Lcp65Ag2,CG17127,CG10472,Cpr64Ad,Osi15,TwdlL,lncRNA:CR34335,sesB,asRNA:CR45663,Ag5r2,RpS3,Act57B,RpS2,CG12057,CG13059,CG13043,CG30457,ATPsynC,CG14454,RpS8,Jon65Ai,RpS14a,RpL21,RpS18,RpL27,RpLP2,Tm2,TpnC47D,Mlc1,RpS4,RpS29,nur
CR30029,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
pre-rRNA:CR45856,0.5,1.0,0.520235360942587,0.5,0.5120289314242816,0.5,0.45391379245028063,0.5183424845259107,0.5285490063290353,0.5108622725857084,0.466996877663563,0.5088068667778072,0.48653475305205085,0.46663843241600333,0.4912980602340051,0.47021930843089343,0.5436068957700939,0.49673155525971796,0.5085502505309473,0.5,0.5062189884502992,0.49425755894822215,0.4988573755061761,0.4798588426801098,0.4580693875082284,0.48813897697407155,0.5,0.4916060406440373,0.4687042945569774,0.4978748138219911,0.49171791662112285,0.46083773236629466,0.5054345225756055,0.5141566410119884,0.48663350515861675,0.5003619349771053,0.4812875911320124,0.48095474537429833,0.5165582818593697,0.5263318747961617,0.48574013583043846,0.4806297410479242,0.48592318626008135,0.4985909407057759,0.4723396936316569,0.4801736120079292,0.5169417093893203,0.4900230859807079,0.5106071884953538,0.4709689469928234,0.5277811946933352,0.5189289606232811,0.47938976643199926,0.49996705888717524,0.5178490249138733,0.5351009341591286,0.51190796846913,0.5128738048031388,0.47681563611702327,0.5241744166945532,0.4917249734162744,0.4942723055324516,0.496631430339433,0.5,0.49828962315642567,0.47289076922343065,0.4945299590595645,0.4967359291935445,0.4756039105602189,0.4809631038461711,0.5127474215344261,0.4755715060097291,0.48187334595600956,0.48388493509212127,0.49835715880748305,0.4871159304044166,0.49518416998511067,0.4672958429819454,0.4993493259549138,0.48534676001925753,0.4840632600830748,0.4871020106485925,0.48455979805470506,0.5150566046383198,0.5,0.4956933658893477,0.4932585221053921,0.49023856419342837,0.49031501098412383,0.49707532370882324,0.4859944085019563,0.5009625698622875,0.49526341701058807,0.4728136093710199,0.49136171410787627,0.49428502725010404,0.5069079912277272,0.4942073441565035,0.5202336326038481,0.4544831058533179,0.48054344751107203,0.4931832494259501,0.5182305449933674,0.49707857475159495,0.47949227073532885,0.4566085035705802,0.526590058090938,0.47754129715955085,0.4767238705712516,0.49618632586246814,0.49873663941254204,0.5160648973140842,0.4760650542163267,0.506304247068114,0.5,0.5,0.5362358453574089,0.514393077785229,0.5,0.4902810249385962,0.49594823660223497,0.4854261990452227,0.5275228930606889,0.5059753888915777,0.5273369454818951,0.4934367698313942,0.49066099583157,0.4859181789788903,0.4861267125200012,0.4921064768473617,0.4493682053036506,0.47606561984016993,0.49518416998511067,0.49157726008494984,0.49517296446502124,0.4858085063856897,0.4841770192294955,0.49741372965958097,0.5200276366275747,0.45900249272993654,0.49166020448409575,0.48890638221697025,0.48236149254376137,0.4885954377530298,0.4625872151751307,0.509947443804818,0.48824646861173304,0.5205157230980134,0.5033997263594029,0.5030222253366977,0.5108149635881924,0.5227883021336415,0.4965962254466182,0.5194603832773319,0.5224399842197619,0.47762754846563305,0.5079209567771851,0.4867363134326524,0.5270874123852258,0.5,0.4845132393334273,0.4866241457103099,0.5017551479138258,0.4980474433962073,0.48537723067739635,0.5100872160245251,0.4864135393864182,0.505969092534199,0.49841210793241886,0.4787075220057597,0.4823646140287846
His4r,0.5,0.520235360942587,1.0,0.5,0.5037871194341659,0.5,0.5083373522907302,0.483428114471762,0.5046441976626661,0.5014928878109919,0.4835665707733215,0.4956797830150372,0.5458666466215611,0.5209580077572981,0.4983118009792302,0.4782625621381612,0.4974449563124219,0.48396063301073794,0.4891666364052755,0.5,0.4957230780626023,0.4936183723023532,0.5018600591949053,0.5133087347352275,0.4920309439567054,0.5121381048000045,0.5,0.515631175325795,0.5171834281729908,0.49678311152030563,0.504781383235142,0.476832277373573,0.4941628954578198,0.49559570210354653,0.5399337282267248,0.49177324524870514,0.5190093348840399,0.5087458114622017,0.506650619285855,0.4869048013901453,0.4963499456731113,0.49065372472627405,0.521870509723285,0.5277791583233246,0.514784144240856,0.4707257292892939,0.5183386066337892,0.5111640747204905,0.46708599795660866,0.4774204028429545,0.4767297777631415,0.5310433229684305,0.5401018015978176,0.49016831005269845,0.527547731172551,0.5131231875763002,0.52895369760251,0.4710744316242843,0.5199070641569051,0.509068942094339,0.5049764327058927,0.4977767656376063,0.4914877705830225,0.5,0.4979112135035033,0.5256717578841212,0.5070234543562716,0.5119510127557033,0.48508805094619867,0.5160614805958569,0.5385581924632338,0.48002424846090586,0.5042818575842559,0.49938076876189835,0.5120817422847125,0.5337109210873263,0.4924106062624706,0.5150525556339242,0.51140145539235,0.500350510498788,0.47519870465656633,0.5108169606964639,0.5392452343905406,0.4990208467167511,0.5,0.5097930933805894,0.4873156179110061,0.48549983186310747,0.4994356823303935,0.5119514874491473,0.520160235486069,0.5111967353354998,0.49316771910578555,0.4848079529828194,0.49356144771889554,0.49247128102926324,0.5208475388988953,0.496000642567131,0.5083658989282527,0.5021329814901581,0.5079294551291004,0.49975477600535434,0.5427879742673132,0.5171987783993083,0.5044672349361661,0.48654836489809417,0.48512159409839084,0.4677508586974161,0.5586635042368318,0.5128642062906009,0.5232907151900549,0.4953282673361315,0.4773185045976203,0.4873788839824532,0.5,0.5,0.5027811247705174,0.48906986998506957,0.5,0.504765779882547,0.5024878881239979,0.4986918410711781,0.4902441548197677,0.48709732651461185,0.49536208374268387,0.5103210721201887,0.4976894636778783,0.47564533521730706,0.47139520373918326,0.49995126652283367,0.49101113760675064,0.5073296159725058,0.49982675659598264,0.47537708838376214,0.4668245161840352,0.5404733166601039,0.4865952167339115,0.4877513263119317,0.5371117801563511,0.4924849903859642,0.5272838983593767,0.46780730791972197,0.4982149286615313,0.4926115221160669,0.5065598227360499,0.5130371447611675,0.5036904032352422,0.5384005910598594,0.4770738853353715,0.4876799248207556,0.4855806399609682,0.49516048719149264,0.4893942500232051,0.5189296841376929,0.5224914715662236,0.4848946588249717,0.4748787298791122,0.545476841737518,0.5106245424187664,0.5,0.5106287122461988,0.5082145194143081,0.5280259032486634,0.46853398855682926,0.4897524380146716,0.5166306615753761,0.5258670678237295,0.4960760159065844,0.5079831410477943,0.49792966926063886,0.53422621828206
CG42815,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RpS3A,0.5,0.5120289314242816,0.5037871194341659,0.5,1.0,0.5,0.5058173392862388,0.5401573744559204,0.5291520106051404,0.5523354995289239,0.500608148370734,0.5599396376045257,0.5134105383426463,0.5075638374530431,0.5223396942327294,0.4908940338079779,0.5074919590865103,0.5268454453701626,0.5243574520151519,0.5,0.46893113797084235,0.5255131432487317,0.5259627217539607,0.519612396176825,0.5012915606131813,0.5130526543515386,0.5,0.5070483097340387,0.49736168489594124,0.540482256166011,0.5164953972308014,0.5046103863439254,0.5028661256116467,0.5217817126183206,0.5211157223537367,0.5433997947701911,0.5157003917934047,0.5369289211766425,0.533888354678069,0.5567527447953394,0.48207441178314925,0.47781824273441614,0.493309252718087,0.5159227827897722,0.48929063595058525,0.490073079651637,0.46861505823807814,0.504439543840275,0.5348352764409252,0.47738323483808043,0.5482560374742371,0.45333560589592,0.5093364154923377,0.5052691506083871,0.4736719288849334,0.5225593940188813,0.5054101244386973,0.4844852170345965,0.5576143612780216,0.5301742765349811,0.49423477346504935,0.5380650959151166,0.5321265017433862,0.5,0.5338672263306721,0.4892191793029318,0.4876572180513354,0.49352235698611574,0.47707844651582404,0.5212402502659989,0.5361540520863111,0.46829068382309136,0.4752872574975181,0.4857498051439354,0.5230202192252433,0.5065036260151387,0.492141390842213,0.4715511753752667,0.5649809720247452,0.5152518173257321,0.5084592995542624,0.4708899562759385,0.5256257137341565,0.5362279700113017,0.5,0.5230996778404526,0.4937809918710613,0.4956050500589829,0.5315945428877771,0.5371011057528373,0.45738763978223945,0.5231446588280283,0.5005277711164391,0.4886489322057933,0.5324180480526702,0.5522794372470744,0.49950195853874996,0.51583736440389,0.4787626419679642,0.4868615167897313,0.5234105918822681,0.47695446504876804,0.5041167786288808,0.5078095382836348,0.4688860835773799,0.4871061828036508,0.48858508855140675,0.49678389981746,0.49888144548514896,0.5315131464012123,0.49899079041836947,0.5232605994586942,0.5052502880957607,0.5318832395738333,0.5,0.5,0.5217252662400123,0.5356371931062579,0.5,0.5372064733499347,0.5421872666885487,0.4949642848670257,0.5192758548318719,0.5238359603764758,0.5074811798307015,0.5131528944295742,0.548001322244075,0.5173378985430944,0.46985928916030767,0.48960589558625683,0.5003976512655377,0.5102357766150651,0.48793020548226257,0.5166371258295133,0.5134196589705419,0.5148471172276882,0.5470235687877445,0.48003121856051933,0.5229117138582893,0.4872617641299705,0.4627420420095943,0.5001257601926027,0.4802407998759767,0.49322188845695314,0.47699090703046954,0.5143560503937648,0.5182148960676778,0.45191064875492554,0.4875408755571726,0.517908871456311,0.5214640349500245,0.532636545718676,0.5629032489199054,0.4515720691414904,0.4750297833311605,0.5022384320637653,0.5526830942372569,0.5163832371496174,0.5126308287300613,0.5,0.5296567139854382,0.5126143605865818,0.5124609245994333,0.508527541934131,0.5116686456694245,0.520641858120768,0.5126053258420146,0.5066458729862555,0.52167602257633,0.5264539839819048,0.4985525618965616
Jon44E,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Lcp65Ag1,0.5,0.45391379245028063,0.5083373522907302,0.5,0.5058173392862388,0.5,1.0,0.47029586915820865,0.4739491390682794,0.48347325347358516,0.55364018401489,0.47115523739745196,0.4646183975376911,0.66413997121452,0.5153739384711306,0.6746777946628152,0.4757633643642152,0.46618615919336853,0.5386711858787265,0.5,0.4978484399172285,0.5889228265770339,0.5026744830180098,0.6274872117954431,0.7618623722185229,0.48995409540719465,0.5,0.41680138247281184,0.5401705836234117,0.5045508052023584,0.5517109568233947,0.6081119302835779,0.479030620294677,0.5139553029998217,0.4661815164990336,0.5430467501442795,0.5002751549477931,0.536175584982465,0.4999491513423955,0.4822103866073809,0.5226884973669972,0.7068360837708085,0.4958934230184638,0.5278083684448057,0.5722598797742939,0.5279841118392838,0.4389098277419341,0.513706991026863,0.45391635619711623,0.5233004711188322,0.4385767269138152,0.4104856036197423,0.4814411521613758,0.5230029845480981,0.42404301217897866,0.49620135399726123,0.5066198074716732,0.4657350599281034,0.4893428443494381,0.4734543505723001,0.5095372464639335,0.5656223222311827,0.49840418778689766,0.5,0.503031272292107,0.5322984864815579,0.484845998016993,0.5881956843466037,0.5130779187867355,0.6710301882990446,0.5241159196345078,0.5318652861809128,0.6668316887439361,0.5498062788247882,0.4982748478245889,0.5819657458922125,0.514524186670412,0.5404275408439397,0.49688174145806907,0.5026400940748598,0.44881664273651056,0.5481167854330339,0.47176173853101855,0.5305057093811701,0.5,0.5043452632394652,0.5220049588629158,0.5245811714595181,0.5109414267409911,0.5225342368526759,0.6510454494865294,0.47415302401875153,0.5317482021778466,0.5883022285645632,0.4962691973064305,0.4865568974642044,0.4990567731223112,0.5326957327321766,0.5106868208216773,0.7941793627814279,0.45088030110747396,0.49008767434006134,0.5155482445857156,0.6760619556647158,0.5327181633318514,0.7184137183009172,0.4756172653310982,0.5333098360231167,0.46901469196531753,0.5777434979951671,0.5923237190990029,0.48951272309013083,0.531293564865964,0.4694390286766532,0.5,0.5,0.4551326418339787,0.4121984599128496,0.5,0.5599073448566647,0.4727320969390931,0.7003916691377318,0.4600743137189357,0.5372485460828195,0.4639661447194758,0.4559455719684513,0.511114854784233,0.4228269053738971,0.6897632134943883,0.6161825799605637,0.8284693673929048,0.5709275585886555,0.4881646588453736,0.5219447089991217,0.5020030745370064,0.4642687909844231,0.5274516959538664,0.5580783579908002,0.46619267030363115,0.8101309211282907,0.43170610044882274,0.4949751397689726,0.5044886706872805,0.5112874645736116,0.7292043324990722,0.4746175175478715,0.459823211455768,0.4096169344019651,0.5220050669899556,0.4873264292139008,0.5712889508391154,0.49033273695286966,0.5139916556022524,0.41033908360049576,0.43100810458636407,0.6461544009874578,0.4511843067897408,0.4625808316251143,0.5037943458145966,0.5,0.5416176367077229,0.5275906677981715,0.5317293171824723,0.4884799154619886,0.5084724008247601,0.5482349654594725,0.5238278191960865,0.560055098407534,0.5289104358690293,0.4958613769245941,0.49139943379191325
CG7630,0.5,0.5183424845259107,0.483428114471762,0.5,0.5401573744559204,0.5,0.47029586915820865,1.0,0.542401343191254,0.5829571042506798,0.46436532470374914,0.5515083164954067,0.49726064682611854,0.45436843037786717,0.4976689962677113,0.48682289925106303,0.532280615240477,0.5511053740227295,0.5508605088924418,0.5,0.4785566061902416,0.5364381607475165,0.5399851315195824,0.5056637242354804,0.4561397594822444,0.554991363285886,0.5,0.5151197509707629,0.4519317220768126,0.5695500837469639,0.5287182369478166,0.4724640267024906,0.47212048730893397,0.5584537445983767,0.5049800186397857,0.5388214667004058,0.5155030488366752,0.5672391945319406,0.5256933749063633,0.5515796855653106,0.5177667052364138,0.4507039692726314,0.5254986102538823,0.5364093854775546,0.46879808120745387,0.4774421338324395,0.43429444705034675,0.5131356771876338,0.5601514539964916,0.5383021356472976,0.5562374002260988,0.4501568561308664,0.47611300347684893,0.5342263607969012,0.46008371751137617,0.5408416829678541,0.49211346535362843,0.5430770929602872,0.5893158465537105,0.5314473681739986,0.5291681597176062,0.5697762901952569,0.5015998052581161,0.5,0.5408766714731282,0.489744862721123,0.5140325508811405,0.47499479642918135,0.4550243008163164,0.4804356537160132,0.5287422555577304,0.4772954636932777,0.46614282396328965,0.4696854327772318,0.5654908607441421,0.4509206513424394,0.48330688790056636,0.4675786845749369,0.5383728672706444,0.5207388912714283,0.5260711942134613,0.48337852268684706,0.494349844925781,0.5448394054390727,0.5,0.5021187263361538,0.48283613580260937,0.45377977567282046,0.5275830639057897,0.5180641362757751,0.42690867144295785,0.5489214917480341,0.48133618560902824,0.45131669994317225,0.5518679270639619,0.5771799079442262,0.506936719614774,0.5266544185365615,0.5100758804172888,0.46556728548538995,0.49624289544012884,0.5280876061793656,0.5226196578792582,0.4676411135262696,0.4751142902598046,0.4825368337174157,0.49045602616967526,0.5020079078723279,0.48040441791123095,0.5528620380733197,0.45311769906596006,0.5409885577564424,0.49357192032780856,0.541328123473416,0.5,0.5,0.5610712585738872,0.5719165853283891,0.5,0.5214196086103597,0.5133285211572999,0.47764532403533466,0.5402976768415255,0.5303028817369271,0.5335884749021774,0.5156749910301294,0.5513390507995887,0.5691084526267122,0.45323298870863843,0.47735709500034734,0.47104767853339413,0.4892838574176102,0.5214315809922278,0.516646017501493,0.5279036129356603,0.49499275200196236,0.5338470610548324,0.4936300443818681,0.5423222187127003,0.4515567227316012,0.4429914881038164,0.5303418743566702,0.45657862283491757,0.5046921350393775,0.4588477390872117,0.5366194180270548,0.5520573967211658,0.45758366509319903,0.498260090796103,0.5259353955373617,0.543084325727512,0.5125573134275065,0.49718353082675865,0.45029779341913523,0.4691317770423867,0.4918004689610964,0.5653983245894909,0.4982858956928693,0.5073957232817415,0.5,0.5238506287320612,0.5160030896921118,0.5108906618845731,0.5259850264214381,0.5492773213979417,0.5388786130329961,0.5565714998772194,0.5425151227706682,0.5183315366300401,0.5605874823023789,0.487566284828762
ATPsynG,0.5,0.5285490063290353,0.5046441976626661,0.5,0.5291520106051404,0.5,0.4739491390682794,0.542401343191254,1.0,0.5858132048252663,0.4682220439338087,0.5588901470946237,0.4899367890330506,0.4908570577572092,0.5340757229293908,0.472370042023053,0.527325217352542,0.5603553018407476,0.5302002244973613,0.5,0.46877160444225463,0.5467671641741614,0.5277390475604681,0.47064116977424175,0.49831231609782267,0.5346218810494505,0.5,0.5121513037949654,0.4866370810232211,0.5576300270215045,0.5250361818043607,0.48345498372041684,0.48520737678898407,0.5517325077356197,0.4843940258529081,0.526588325990336,0.5181370172083766,0.5382547403169141,0.5123347542950458,0.5400561533351792,0.5041103392852345,0.4713958889451641,0.5027462860958485,0.5167528359606117,0.46108236204918324,0.47928052228709395,0.43823299025812384,0.5019464248626775,0.5386675938631189,0.5438358704591425,0.5584942302235932,0.44193826945828246,0.47608833644839627,0.5348274737137568,0.4451799702254788,0.5633751486385162,0.5089314313596197,0.5509843433041403,0.5974283739109956,0.524766516232956,0.5549914203619688,0.5400354067901445,0.5137853041740872,0.5,0.5365624187489587,0.47971352622728003,0.4934239498934576,0.4649620779310587,0.47112665962770245,0.48532736878199606,0.5579780151011917,0.4723630911789472,0.44617275446144233,0.49629269294100165,0.5377554762576294,0.46190638113934546,0.5103602682909754,0.48021717580587536,0.556984199223578,0.5047665816618061,0.5495932931635894,0.4567480991299937,0.4926298785472644,0.5159343028761131,0.5,0.507158676893522,0.5225832222911374,0.48305303470708605,0.5472213032253621,0.5542341994896377,0.41527002045840117,0.5773177154343925,0.4835514120596499,0.44660888291946294,0.5217302379909418,0.5538621806143285,0.4963575678782833,0.5331670429111267,0.48476311815883305,0.4922835458190243,0.49993078256293616,0.5179985720622554,0.5186130822009071,0.4917183048849401,0.4916195684328757,0.486401654553493,0.49425714329826054,0.4850681910727413,0.47498753785400266,0.5506544120922154,0.46537583812404976,0.555911440284528,0.48975754262593396,0.5591459178117306,0.5,0.5,0.5292396186324408,0.5603538981650742,0.5,0.5464001477128476,0.5137817142112022,0.47472360133151414,0.508686355175686,0.5309445682123195,0.5694524824659518,0.5793020612362548,0.5512229100876725,0.5533012974471927,0.45527745637412287,0.512270678437808,0.47743548156891874,0.522323047550855,0.48209806582074105,0.49649428628142356,0.5265621123313217,0.48804775270241324,0.5528380299891023,0.48089990694815515,0.47852520000868615,0.47918977409674335,0.43883692060114077,0.5507422628983946,0.4628484677597087,0.479271541592457,0.4649808450425715,0.4712346762700565,0.5558549527000809,0.44141514790546676,0.4919672092397319,0.5308521333675355,0.5463955036712632,0.5195062965060256,0.5139809903098254,0.4435021934773852,0.45063089147352137,0.47142513961281013,0.5747818406314328,0.49007564620166,0.5318382525721356,0.5,0.5146955330786513,0.5618388602144203,0.5345209794643425,0.5380044184944737,0.5474592278126186,0.5152603239133418,0.5472852270601343,0.5319571450638071,0.5140891507747858,0.5174153196338305,0.47384680619111785
RpL39,0.5,0.5108622725857084,0.5014928878109919,0.5,0.5523354995289239,0.5,0.48347325347358516,0.5829571042506798,0.5858132048252663,1.0,0.4465323979501526,0.5868812600782444,0.5344768172647415,0.4591062469022914,0.6043618935279789,0.4668200521120478,0.5427933426704022,0.5730712641711141,0.5679988646101938,0.5,0.4608800224316118,0.572188303757946,0.5427970829916884,0.4880452971941483,0.48009019510037837,0.5591141674195733,0.5,0.5322110992229264,0.4231020961373442,0.6232214280152044,0.5362367541657449,0.46485157988527065,0.49220267900630477,0.5537344414412378,0.5318092140976416,0.5920286169218919,0.5714071562964507,0.5915775730674437,0.5459373432102334,0.6051335936228169,0.5166344139411966,0.4520243688203227,0.528541760268417,0.5429030815207221,0.43598046161704207,0.4541350962275935,0.44653036415522923,0.5318823979640788,0.5743845394913186,0.5562990572703244,0.6177078391291349,0.4542261150295118,0.4926853515125561,0.5636956709116316,0.47261332826080527,0.5275537371627612,0.5169493005909067,0.5275863316675196,0.642092393442923,0.5635283651408556,0.5365754040842021,0.5595310786530027,0.4954393525094326,0.5,0.5594847360439512,0.4969739848827319,0.5048176370249428,0.5046193241856706,0.46830396451473927,0.47374526515450244,0.5658947372164458,0.4721581239539965,0.4324600881183038,0.44777603243388775,0.5857523399414053,0.41972581194584013,0.47974316721192845,0.42793561182565254,0.6205882593485857,0.5147476636564471,0.5306652818229304,0.44098121382195743,0.5432278923055672,0.5538761224910929,0.5,0.4991160015595574,0.4667216663946202,0.41826081071110494,0.5632071931904306,0.5497653622704944,0.3981318048576904,0.5440788847079606,0.473007871819819,0.4396327321729095,0.5984573492600205,0.6105187839515949,0.5063455619341367,0.5546716429107457,0.4899558902205842,0.4635915153976309,0.5216468897315684,0.5067829857370691,0.5209299099717329,0.5220346790500084,0.48601575803876845,0.4746572363069536,0.4910584072772286,0.49361077142764326,0.4646260555511249,0.5756530734625995,0.4588044729123631,0.6002806152925676,0.46988189462367136,0.5798188988357091,0.5,0.5,0.5931612016039391,0.5818689480198778,0.5,0.5316941159134171,0.5124986379427285,0.5094453963395906,0.5210592742763902,0.5762067643245914,0.5751220260146616,0.5847783299496375,0.5770862609848053,0.6281502195010228,0.4266780069889601,0.4653037299456355,0.45476889118522024,0.5254205885854478,0.49130415596150045,0.5391319918887518,0.560303622683298,0.5415027185851585,0.5428927655755811,0.47273201882179755,0.5361990134783856,0.48897445813237045,0.4498515025863349,0.554292016960606,0.4580620896954604,0.48219749345437235,0.4542828441433836,0.5376070762543466,0.5497243262631896,0.45884022326529683,0.5054729904216096,0.5358919493630884,0.5667320090465977,0.5492491539759567,0.5088343662378461,0.45880871175166066,0.47054793206927525,0.4801839353684977,0.6090923296129696,0.5382166366967832,0.5578051703213672,0.5,0.5588452681829567,0.5471783265930288,0.5320640400383622,0.5658944207168871,0.5754289752149729,0.5550740925862397,0.5673949194455353,0.5627497182885333,0.5375738379447752,0.5942966207067328,0.49101934642035283
