,ATPsynC,ATPsynG,ATPsyndelta,Acbp2,Act57B,Ag5r2,CG10472,CG10953,CG11131,CG11911,CG12057,CG12310,CG13043,CG13059,CG13060,CG13063,CG13069,CG13159,CG13315,CG13679,CG13731,CG13738,CG14300,CG14302,CG14454,CG15022,CG15212,CG15213,CG15282,CG17127,CG17290,CG17633,CG18180,CG18649,CG30413,CG30457,CG31626,CG32073,CG32266,CG32453,CG34227,CG34282,CG4115,CG42305,CG42815,CG4362,CG7299,CG7606,CG7630,CG7953,CG8664,CG8997,CG9083,CG9568,CG9682,CG9747,CR30029,Cpr47Eg,Cpr51A,Cpr64Ad,Cpr65Av,Cpr65Ea,Cpr67Fa2,Cpr78E,EAChm,Gasp,His4r,Hsc70-4,Ipod,Jon25Bi,Jon25Bii,Jon25Biii,Jon44E,Jon65Ai,Jon65Aiii,Jon65Aiv,Jon66Ci,Jon99Cii,Jon99Ciii,Jon99Fi,Jon99Fii,Lcp1,Lcp2,Lcp3,Lcp4,Lcp65Ac,Lcp65Ag1,Lcp65Ag2,Lcp65Ag3,Lsp1beta,Lsp1gamma,Mhc,Mlc1,Mlc2,Mlp60A,Mp20,MtnA,Neb-cGP,Nplp2,Nplp4,Obp56d,Obp83g,Osi14,Osi15,Osi20,Osi6,Osi7,Peritrophin-15a,Phk-3,RNASEK,RpL11,RpL14,RpL18,RpL19,RpL21,RpL23,RpL23A,RpL24,RpL27,RpL28,RpL30,RpL31,RpL32,RpL35,RpL37a,RpL38,RpL39,RpL8,RpL9,RpLP1,RpLP2,RpS11,RpS12,RpS14a,RpS16,RpS17,RpS18,RpS2,RpS20,RpS21,RpS23,RpS25,RpS27A,RpS29,RpS3,RpS3A,RpS4,RpS8,RpS9,Sgs3,Sgs5,Sgs7,Sgs8,Tm1,Tm2,Tpc2,TpnC47D,TwdlB,TwdlD,TwdlF,TwdlL,TwdlM,TwdlW,Vajk4,Vha16-1,alphaTry,asRNA:CR45663,betaTry,deltaTry,eEF1alpha1,epsilonTry,fax,lncRNA:CR34335,lncRNA:CR40469,mt:ATPase6,mt:CoI,mt:CoII,nur,obst-A,ox,pre-rRNA:CR45856,sesB,sta,up,wupA,yip7
ATPsynC,1.0,0.7399297622770993,0.6333027676072518,0.502220043137227,0.59340960837077,0.4728212017609964,0.46002203304241707,0.5016248874449727,0.5140897576812586,0.46356063904468625,0.46601513441282255,0.6331884808826242,0.5159445221007194,0.504072958189092,0.539108222760371,0.5170804763684358,0.5110073322785944,0.5148341113021021,0.5068734856304835,0.5405424662998838,0.5885928814692265,0.5180015597271482,0.5204749442013594,0.5443776317185757,0.5107542204931316,0.5086989356599126,0.528343690250041,0.50937291742779,0.5979052963507293,0.509762061718273,0.5243358458309431,0.4815335462518851,0.4875197807403709,0.6063996925587701,0.5099236831421412,0.4984168573027959,0.5175503386851114,0.5290641323241375,0.5004830409910038,0.5122843380521247,0.5753922564306008,0.5214535144939588,0.5297649604428663,0.5905305316144268,0.5035496079690371,0.45898186162882115,0.5150027672733339,0.5905746091602999,0.6934932713419164,0.5327343794994504,0.5263919701286488,0.5259523096991977,0.5094134324610048,0.4808130580485691,0.5030436025461238,0.5353123756617273,0.5717465631507401,0.5143489164655702,0.5814826363480016,0.5074913880757483,0.5526801283709697,0.52222631968315,0.5341819946789541,0.5887039481300674,0.5160755452928352,0.5844858559049457,0.7834306566851328,0.7463722047721605,0.4979581309896779,0.5153591411502297,0.5111520126500064,0.4758077741885512,0.4711232326344054,0.476791906499676,0.5213861957345401,0.5212160855065203,0.4690872248231905,0.46582279919660974,0.4669203989538961,0.47481058338203386,0.4803618517082256,0.5861807977601977,0.583227390293142,0.5537452309625196,0.5835525435180431,0.5252466580280021,0.5204909568708875,0.5155118944665773,0.5220853363415047,0.584554671417556,0.5867022113918535,0.574509790652201,0.5867031771146125,0.5869318565574404,0.5695734812739093,0.583389365257867,0.5414006171148491,0.6864947098446057,0.5348687511792829,0.5291137247626679,0.5369000157158168,0.5604692707283526,0.532343484004729,0.5036912650537866,0.5047571239421131,0.505811369038556,0.5085518301383155,0.5067109650579196,0.6081222426294065,0.6949500761686653,0.763146600762632,0.7962557172232262,0.772989387985807,0.7753639663631552,0.7778763538882782,0.7919944504627761,0.7668630821217743,0.7741143237545511,0.7729183284218604,0.7582748428219059,0.7786879829625125,0.7839144139975345,0.7748595732080916,0.7767519940317164,0.7848341770233964,0.8056249189329292,0.790581533280492,0.7672534157692181,0.7919017636698255,0.7852099341963266,0.8088548722453633,0.8004309271163464,0.7992144039615604,0.7797740370553574,0.7742317844859267,0.7811974549282525,0.7672011789065556,0.7912109189830965,0.7932578752141809,0.7820849541667616,0.7699372184733817,0.8032814054710229,0.7940120281359637,0.7775701737994035,0.7644638614500966,0.7705232637785062,0.7802659307326791,0.7792968123802291,0.7776705093987507,0.5725193359378609,0.5803326363208507,0.5760151447816864,0.5773129967215646,0.6203104642732049,0.5789605115740935,0.5171847021997742,0.557647686441184,0.5084592757104313,0.5225212256796223,0.5079642648729437,0.5189465279332766,0.5144597525216288,0.5093042489451912,0.5071781603328824,0.6238584065686128,0.5067864078537321,0.5562264979264866,0.5032517127130652,0.5260402050510931,0.7764354463274307,0.5070558821227613,0.646101783935168,0.7707471524665094,0.7755899867013059,0.7449490961685281,0.7163707274000364,0.7328588007201507,0.5205478298539894,0.5617635253096155,0.678064149168053,0.5906869650509814,0.696749903759049,0.7998072273532428,0.565500383583,0.5840850992557173,0.5243032915409547
ATPsynG,0.7399297622770993,1.0,0.6209610266811527,0.5153088986242144,0.5458870829410588,0.49951046966760915,0.4838377003621667,0.5007204940434686,0.5046975406984201,0.4879185311062759,0.4766194707974791,0.6458951657348851,0.5112317325510801,0.5058062033943407,0.531446388401276,0.5095685024599063,0.5087681777260171,0.5117902329273206,0.5274267107820805,0.5582736409946392,0.5660119944441464,0.5262067067951638,0.5397118522925383,0.5561464561503432,0.5164792507145051,0.5113074835930841,0.5246163426598116,0.5059967806670772,0.5724952781734876,0.512473021492103,0.5306122571142488,0.49702214819257595,0.5032300873727361,0.5966122097348252,0.5107139853098207,0.5127019301441786,0.5174285532055339,0.5179160187952232,0.5016976041851139,0.522397065017025,0.5591849742474138,0.5420912460316879,0.5304778735264767,0.5641573426422464,0.4966330046175612,0.4742325252083136,0.504870376065121,0.644697500221274,0.6885405034204874,0.5466750108766184,0.5430899870419957,0.5415457340058779,0.5103346027497502,0.4999863603456175,0.5095950357595721,0.533639418315235,0.5476985573008267,0.5085140726764077,0.5660157478761595,0.5076144499373832,0.5311389582943619,0.5262322314017526,0.5358278526187815,0.5611658390161457,0.5304149900911398,0.5548882172790448,0.7811893200023778,0.7304274548282002,0.5032903828521668,0.5326110151646415,0.5262002097182331,0.4968902205397141,0.4948524518943609,0.5022772519080376,0.5394339934836253,0.5383552622958051,0.4912953603381258,0.490207824871048,0.491605847283842,0.496064156487733,0.5003725226606975,0.557493325657525,0.5594590965577082,0.532239426786514,0.5544312711582219,0.5162978105782954,0.5147215025021141,0.5135222554828036,0.523932669003187,0.5608003316514919,0.564822750576074,0.5384203645810015,0.5405850737133082,0.541511127317423,0.547360513316018,0.546942118222376,0.5413345077893414,0.6871381491208406,0.5303547694446449,0.5203290025125528,0.5221985061239807,0.5486676048142721,0.5310123942054972,0.5032731696592863,0.5042842017456179,0.5186938462108771,0.5043030503386383,0.5289481940463848,0.5908257721985323,0.7143522699287987,0.7426073401225454,0.7848253164681003,0.7446260381083951,0.7577946944276455,0.7498533500610389,0.7850736177764293,0.7423901493777751,0.7591733970905898,0.7606453566920945,0.738619061801258,0.7694759648124543,0.7829331192454387,0.7476940101785987,0.7732658023126638,0.7897500251452239,0.8089827202957021,0.8023313905509569,0.7503148341974716,0.7827585619882271,0.7792048906752966,0.799576790286024,0.7806182754080242,0.7890059758867789,0.7615368162054911,0.7632893833375685,0.7704527240863672,0.7597421144687108,0.7751619181496257,0.7965476798893225,0.7837802112465535,0.762578071032423,0.7931044225633914,0.7739229125733311,0.7698616011539701,0.7327512025359137,0.7676831516331697,0.7525539383041895,0.7583228582033755,0.7483472473751615,0.6216676725662319,0.6337680746116146,0.6357614361458943,0.6338033536644367,0.5811456447857457,0.5366715718484063,0.5269886844924063,0.5383111116407215,0.5104320734240981,0.5225062808432018,0.5087687250696722,0.516229852581778,0.5202083076759729,0.5147477094277457,0.5149945725725129,0.612960811763569,0.5221363030587625,0.564827773677713,0.5162344938870322,0.5458038539804202,0.7642300057507588,0.5223559427673434,0.6416310647512669,0.745198957579257,0.752886047021791,0.7412790468793045,0.7047917323091233,0.7255450956125645,0.5263804807318179,0.5507249362500742,0.7007033841005131,0.5662703931115088,0.6576158944700135,0.7750300833011377,0.5218578632350888,0.540001623708335,0.5377973304145156
ATPsyndelta,0.6333027676072518,0.6209610266811527,1.0,0.4992031523193292,0.5378072467349826,0.48698447351980595,0.478115663611264,0.5040485716114816,0.5043617929862458,0.4805957308331187,0.48092942320883486,0.5631323224080429,0.5100731996796425,0.5140619539291316,0.5153067516608192,0.5071537903082339,0.5034083712370001,0.5022003104600279,0.5025664296916621,0.5247893696556901,0.5586367386245148,0.5076921417344734,0.5148123819659836,0.5237655460842996,0.5050048765095638,0.5065067245109044,0.5052626851214745,0.5041315550347051,0.5677737664924541,0.5044569511527137,0.5156686954449736,0.4901079081780968,0.4954991151614286,0.5407160204859724,0.5095678590676077,0.49571604606971437,0.5046420518930558,0.5135527477593624,0.4963163557740971,0.5070348766364413,0.5566570293460932,0.5153416721629589,0.5145678749965205,0.5644731720081646,0.4974223381585714,0.4773742790898135,0.5101713963105,0.5585138201688581,0.5918997781535764,0.5164482373601985,0.5133450998457937,0.514309228347094,0.506996162625819,0.48705937706420566,0.5062939993036686,0.5031310080899565,0.5595558928148402,0.5167667412832249,0.5344227624809952,0.5011718426269852,0.5354434539593456,0.5098400420521987,0.5177076931478949,0.5648108764671508,0.5191581078390403,0.5423476935042094,0.6372924377733342,0.6235863630014218,0.4963104539426881,0.512836162168146,0.5081387536381534,0.489967464488368,0.48562613138992955,0.48661860412574387,0.5126550786391185,0.512427079786922,0.48380899291949303,0.4822855079080921,0.4830322661434907,0.487949801715819,0.49202028406438203,0.5564224059438075,0.5557145214191203,0.5479683807094385,0.5609813955828369,0.5002981475429454,0.5134675793767027,0.5055509310538906,0.5218742615558529,0.5361543011353097,0.5381730385327237,0.5288949400183554,0.533222230208889,0.5330085365359855,0.5295046065526264,0.5405134812953709,0.5174716033738296,0.5925165308599315,0.5122728237427485,0.5046684280496524,0.5086372229286377,0.546381493936854,0.5170962257108119,0.501138213239105,0.5072854617263656,0.5044072083639566,0.5063023185021938,0.5097731097139746,0.5430523307592692,0.6047316235546373,0.6412788961941386,0.6501181097017401,0.6429496085489738,0.6422404257421064,0.6476312380333116,0.6532589792629825,0.6438068729571236,0.64014303105672,0.6417884483642601,0.6317222997453863,0.6465310271211253,0.649134374425532,0.6450075337659942,0.6435108372086812,0.6464908590328202,0.6516704293247956,0.6483666422426412,0.6377859632773797,0.6495982784794069,0.6466684402425471,0.6545828669051296,0.6507327228643994,0.6505548714055094,0.6477328891808753,0.6375930689074797,0.6515612430648634,0.6378873824601288,0.6463154451955468,0.6457966796589288,0.6470467489837677,0.6404148874211881,0.6542594230115396,0.6521292630141582,0.6451885985219129,0.6327982324185145,0.6326284158904699,0.6403227295560232,0.6425792761064214,0.6432338203231454,0.5509311713178928,0.555701182036009,0.5523507416769329,0.5536381047097992,0.5536740925854413,0.5329839911308775,0.5029897626940832,0.5244257399665694,0.5052556685097249,0.5121659539078294,0.49979733234791146,0.5085036577236682,0.5086390351588005,0.5133078903189278,0.5108139732542893,0.5640600384249999,0.5054743187953523,0.5284258733308882,0.5010643012378188,0.5148133701176133,0.6387300585645855,0.5031657289018466,0.568099483227948,0.6251232642549968,0.6262981240140714,0.6237959295780093,0.6087604001101393,0.6136020982675631,0.5156479263787752,0.5342479189314209,0.5948947695708069,0.5366025350057101,0.597383238937879,0.6531601250656005,0.5257801814843788,0.5337443823544036,0.5142568937486105
Acbp2,0.502220043137227,0.5153088986242144,0.4992031523193292,1.0,0.4650902389988012,0.721118180625818,0.7597030388652191,0.49521195511712274,0.49034723585977513,0.719544278158624,0.7678248626615533,0.4822458912139742,0.4923178343653513,0.4965397268664747,0.4979754996537548,0.49597526131160186,0.5007063496198433,0.4999976604655466,0.7286037055780525,0.4919754035558146,0.46841694309127446,0.5016869339665966,0.5014333901808161,0.49934517750632973,0.4995397259793047,0.49681207266906796,0.5057572349793057,0.5196348022329697,0.45903246589427393,0.5093937273849494,0.49541093760921545,0.603777243761693,0.586888391795386,0.48562055254521796,0.50582288571649,0.495097037145697,0.49718052118695066,0.5189939373849233,0.5010100765048652,0.5013178358918572,0.4591425043528113,0.5008964318456051,0.504139136251683,0.459518085676886,0.4981307107229677,0.784361821953421,0.5200258245885037,0.5001954167447543,0.5408675167920601,0.5254454474393924,0.5353380204887077,0.5557547048043386,0.4957974686854373,0.7666951936524645,0.5066423355970945,0.48923710499572803,0.4708215324386911,0.5034976363915614,0.48474876517544313,0.5020798289411449,0.47803016164178763,0.5020666276011547,0.4862227817455734,0.4568522867656474,0.4936859461291647,0.4694069874145994,0.5031458095725329,0.5387368332538611,0.5006504538627025,0.5398818545636042,0.5565943067911444,0.6317629281654893,0.650485505973114,0.6456480369981137,0.5692223650211293,0.5614716256334366,0.6774594201533997,0.6753964567824728,0.6780178079408539,0.6418596467168348,0.6264465905951249,0.4633282515949814,0.4663870111586861,0.47509490902134877,0.46734467832465515,0.4891333334146475,0.4967587530857462,0.4973043167488235,0.49232385588642275,0.4995922343428514,0.5005431306582235,0.4741065075037349,0.4702720814414321,0.46725985880137644,0.49630069698588186,0.4802637166678213,0.5358708216174097,0.5104041101521958,0.49491417376321184,0.5072240625567912,0.47910362121057193,0.4807922923062486,0.4954133038089462,0.4964185205688905,0.5017476060219898,0.4956130214527554,0.500812007055207,0.5062068761010388,0.47174251035761305,0.5387397339313167,0.48595814509835705,0.48471212281308607,0.48075466484601975,0.5021198961965957,0.4967453114617679,0.4896846441258596,0.4885758988299852,0.493169788571363,0.4863031911179809,0.48698311470244576,0.4867968834705947,0.4846229806113591,0.48719317077437846,0.49897635405750407,0.4933936770952928,0.4979442187629697,0.5039509364329473,0.47638337488969706,0.4917085460650306,0.4951969614927995,0.4802092757252789,0.4826708626219923,0.48093468523120636,0.48806251501402226,0.4892378724155438,0.48852077426398316,0.5032897039823218,0.47140206764968595,0.4911520165311294,0.4851385300607348,0.49503966125811205,0.4936056852555279,0.491780877209772,0.48140978871032974,0.4756312502379485,0.5007913649177739,0.47758865321456534,0.4934817470888032,0.46960440371757656,0.48838386823571484,0.4909172061117987,0.49269770280481534,0.49175972665421547,0.4767180665361359,0.467795335237117,0.494324424817541,0.48622369461247944,0.5063007498581945,0.5024601791125066,0.49766380489936646,0.4947921139970331,0.4972601430631586,0.49477461797388095,0.5015097016558706,0.5478010269393553,0.519073468215334,0.5006288970714644,0.5071858198087567,0.5294681191353854,0.5052267570034477,0.563619491217335,0.49002386442606816,0.4632772820992086,0.46680469658062157,0.5811625617766532,0.6005030687638863,0.5825865448028438,0.5048866832634398,0.48252741896161144,0.5243379033983044,0.49564156007137194,0.4894612072209838,0.4764878862301668,0.46624305436201946,0.4711487562188602,0.5589339648484133
Act57B,0.59340960837077,0.5458870829410588,0.5378072467349826,0.4650902389988012,1.0,0.4500146744334921,0.4557691003777272,0.5055815347377361,0.5138064108465626,0.4584803569057476,0.46532419708786493,0.5498616351813621,0.5102196862556783,0.5021973799912836,0.5179277203203126,0.5156829174074362,0.4990226048617461,0.5009773945150471,0.44660909954783856,0.509988769537351,0.5733850166811616,0.4992240584877068,0.48269832432701076,0.4830937572036425,0.5000582131897108,0.5088281036428376,0.5087737523751021,0.49503021042316186,0.5587465497908292,0.4963077555121226,0.5066707928518275,0.4576529063579635,0.4612539462316855,0.5462971679910923,0.4951849286927376,0.49810694788887755,0.5062928628340507,0.48260248623758617,0.4947581838618453,0.5076197327495421,0.5421306838242137,0.4827045844471777,0.5153186548630849,0.5694650109660657,0.5047608436903481,0.4670993688576101,0.48664725540043663,0.5151264415511786,0.5409763311625034,0.4752722713599568,0.4765799852355799,0.47207982244330793,0.5113410306745939,0.448811424952551,0.48036499560518003,0.5041051257943528,0.5382340398717572,0.50435026924942,0.5237409462703313,0.498796668336296,0.5391858916598613,0.5092309748803389,0.5175027140224538,0.5791363705695663,0.49898618411304213,0.5599630097107302,0.5544354853303238,0.6041471134625644,0.5014012669952673,0.46356218556261963,0.4639815654293076,0.46210905402777164,0.461843997651772,0.45466733786460883,0.45927003177562425,0.4582909765571962,0.45426091750771513,0.4574268519337192,0.45661945536394544,0.4603766708385748,0.4620325690778256,0.573516305920173,0.5717580688265008,0.5395108859883255,0.5550942133671631,0.5077358370953888,0.5062621873810735,0.5102918261099587,0.5058094704411729,0.48003743344854133,0.4853144667829807,0.84719352750975,0.8825145991105026,0.9039345110854776,0.7422419959110036,0.8306066211256675,0.4696444882889816,0.548008249546371,0.49882490794040407,0.4953137101678194,0.529743770476466,0.5300127001436942,0.5161020956433118,0.4965317119279958,0.5080061294161309,0.5074487982881722,0.501475634724285,0.4797782892645462,0.5501345634361038,0.5326233545824505,0.602815734730823,0.6023212742090278,0.6121730343881937,0.6046908632978325,0.6335605548399285,0.6039620839004323,0.6031914085864852,0.5938956209626256,0.6133180380835748,0.6170362594413095,0.6118627440679987,0.5969174065988969,0.6205879306622598,0.5839544499983422,0.5649206508908862,0.5849767412551686,0.5643755246877532,0.6122184438501335,0.5992317107241848,0.5754349094321085,0.5956878143105693,0.6110690678522046,0.5837414079846655,0.5970573184583223,0.587091122336211,0.5981394840793599,0.5789616938730755,0.5807636054990004,0.5693777612687164,0.5890657348194778,0.5923170110342975,0.5851093794510446,0.6064444649254942,0.5928762818559643,0.6229823691226819,0.5793945641231582,0.6038703234428904,0.6075667042402512,0.6189284433428035,0.5269415897041771,0.522732877958441,0.5163427740316008,0.5204342485871405,0.8475416294518787,0.8973029334054063,0.5035909283139351,0.6878200726127227,0.5050749804317286,0.5159430781971873,0.5043371687388055,0.5014991423822021,0.5015131897417862,0.5009016656938536,0.49883248148756876,0.5008374410679646,0.46725782230145196,0.5165039889736274,0.4716813605045458,0.46684736611545397,0.5526636805946056,0.47283125057088315,0.5177107986388946,0.5593924148715247,0.5551153860326251,0.5477392656210986,0.53143379835846,0.5347792596824453,0.505401761755058,0.5397603588442035,0.5382024480588443,0.5872953569647382,0.6160696671624837,0.5952520641742658,0.8931154918143309,0.8954032370382816,0.4634763094127915
Ag5r2,0.4728212017609964,0.49951046966760915,0.48698447351980595,0.721118180625818,0.4500146744334921,1.0,0.939203996522266,0.49400863355452784,0.4933096674391103,0.9339780318989417,0.6173465337477229,0.4695501456705039,0.49744490802530456,0.4962069700678813,0.49484220584689564,0.4954088216604785,0.5073437640011267,0.498945742583877,0.6743444025066997,0.4730251684267688,0.4472802079474837,0.4937065968880904,0.5105651270270667,0.5790453561900493,0.49304904425726837,0.4959618208706177,0.494735918517384,0.5133944620393263,0.4334499159988424,0.5048474491971855,0.49030039466408337,0.8358435978653953,0.8173077089426604,0.4818797136594779,0.5119050153328811,0.49828523634061467,0.4908887438344794,0.458254744416399,0.494945482202091,0.5005202467280107,0.4412164866632896,0.5081797629032119,0.5002648521547969,0.4351821560815191,0.49725082251696784,0.7238874237147976,0.5504936306745475,0.48906176190120054,0.527265689031938,0.597825755033058,0.5522217685911133,0.6046077641575994,0.49438201517236346,0.7594861249167819,0.5448210998559905,0.49049597536128314,0.44944816772243223,0.49314176635971313,0.47784659032343196,0.5021165437202312,0.4638308526645377,0.49193448294727504,0.4806587961830295,0.428989002723881,0.48737920775691923,0.45148929162804585,0.48735358712787974,0.5431413543276725,0.49870590810967463,0.5775340361973202,0.5896873911994385,0.8920708496929279,0.8887111303703629,0.8750415720082638,0.6314282557904767,0.6170103626040402,0.9371878297835949,0.937728601472184,0.9415738555284092,0.902283234510748,0.8779657007772851,0.44002683139139026,0.4440014829079551,0.4544798515087399,0.4424536297984352,0.4873018085481909,0.4917188137883786,0.4896708594348219,0.48944880301353444,0.4597856403198364,0.4625184669304901,0.4628225580229572,0.45545135204340254,0.45156317069081203,0.48418289640813283,0.4629868805344401,0.5617231193326714,0.48782349421331966,0.48457863167176574,0.48978673384841165,0.47727651489717027,0.46452851394264727,0.49159421086111066,0.4952059531872593,0.4976856717844715,0.4888185590206313,0.4949148783807728,0.525090984359764,0.4628666193315437,0.5307575369072965,0.4577178778997175,0.4537010021804628,0.4516174132932251,0.48704457722470684,0.46202500150442516,0.4579008921816952,0.4572814489983689,0.4689605379340076,0.4554909204418389,0.4465532635585571,0.45305831969628396,0.4543067034197367,0.4534300881865022,0.4717389871538954,0.46877996923804405,0.4725426836479452,0.48102820997338464,0.4503339538839548,0.46824755092935827,0.4685126742122948,0.4463391448160544,0.44920849219160064,0.44704836270819204,0.4655791079541359,0.4695963941842247,0.457992402147194,0.4910700809938337,0.4392196982104252,0.4589427098982256,0.4531729945017162,0.47280638487961074,0.46705078225609803,0.4623365054339259,0.4394541822516336,0.44242608522908305,0.4805073745339662,0.4493223947274203,0.4598062168739807,0.4334796081539588,0.4696245056530296,0.4699948611265562,0.47100354913775455,0.46896277119430047,0.4654648183873377,0.4537859423484502,0.4886101603603872,0.4822776744864504,0.5065339894613446,0.4953764742122657,0.4979596322679687,0.492279930790209,0.4950568981852599,0.4937888858212732,0.5009493235408794,0.5589524795072479,0.5611341241686549,0.4948018132635688,0.5471734939348782,0.5818606227794137,0.4985193337108419,0.5283036866050993,0.46956567241880526,0.4265319357396895,0.4356799053989301,0.5965229592996751,0.605980529566363,0.5983775055708038,0.4911211434758852,0.4669846001123959,0.5010813482397088,0.46462177780112635,0.4719938654660421,0.4479496894694756,0.4540445693452761,0.456634945318364,0.6038230208000579
CG10472,0.46002203304241707,0.4838377003621667,0.478115663611264,0.7597030388652191,0.4557691003777272,0.939203996522266,1.0,0.4946471314784238,0.4923355337274402,0.9500959004542175,0.6832088278495176,0.46640836497812005,0.49252009159935023,0.49468003120405935,0.4899787289428423,0.49605788437299886,0.5045962444256563,0.49450496901767743,0.6945895821005733,0.4757678534461099,0.45053896182762493,0.4914915288640892,0.4946518760771971,0.4798976908898893,0.49172795522020657,0.49641366675470433,0.4976113531985693,0.5163153070101533,0.4405742730558774,0.5048042482376011,0.49090801775853105,0.797901661876631,0.7755001279039162,0.4815366081285163,0.5034038509853654,0.4937792152184603,0.4924974625069725,0.4722417565211193,0.4958750079853599,0.5019959953564609,0.44836668221630654,0.4930766242489029,0.5007603956278559,0.44278698990991183,0.4978040046740138,0.8045693498461781,0.5399679000062967,0.4736547003322412,0.5184832977012378,0.5022458821400818,0.47764226455306547,0.5228797366258043,0.4947797595963932,0.78735970920941,0.5019493915067135,0.48721325749208716,0.45571851663520263,0.4946206528287828,0.4780416817705677,0.505311776383397,0.4673151481421534,0.4926473799973922,0.4834326239888395,0.4359118638547991,0.4895261997555406,0.45611291216762984,0.4704220385626918,0.5102942139175404,0.49857909257923894,0.4958552353451165,0.506990992904212,0.8691840242822764,0.872674289541715,0.8488292288713661,0.535971575259693,0.5193420155711732,0.9239153669287935,0.9282591249331629,0.9307870505679197,0.8771820142334954,0.8464700292255467,0.4474693962058561,0.4509461672539738,0.46116918767544063,0.4498570234529865,0.4891078573769367,0.49229296402476636,0.489838780301616,0.49080673004673403,0.45142706599808324,0.4526994483140538,0.4670355943326091,0.4617056420598834,0.45865720534136006,0.4884317330536714,0.46805403836182596,0.5454449236819776,0.47924871398637725,0.4836011850973913,0.49569067906184217,0.47845342861287965,0.4692325362047884,0.49187911768494375,0.4946866946390144,0.49865458917428007,0.48984027621844384,0.4949964211433931,0.5033201225430949,0.4608291646512619,0.5145425845735337,0.4389144732755897,0.4394225105557428,0.43594575766323207,0.4625394886722912,0.44703425283838927,0.44231030834979024,0.44166094446557574,0.45533278379437364,0.43842003747522096,0.43458859321214277,0.4389988926613761,0.4405142968275012,0.44086117450185214,0.4560484731415321,0.45032585356532406,0.4515335040372313,0.4611904309358062,0.43431967576628955,0.44344790457906585,0.4525790918682247,0.43229019115515305,0.43402994509246096,0.4301627892270462,0.4480405570235051,0.44690288147594953,0.4414799235262696,0.46196499763633947,0.42789468584876855,0.4434426432358659,0.43959424516706747,0.44898630608829243,0.44902078591225836,0.447332537030026,0.4261764564954223,0.4306606896364747,0.4567505252590047,0.4345466606253062,0.4456324122885116,0.4209497386900214,0.46271300589219716,0.46414181853146635,0.4649251617730773,0.4629407975530944,0.46749159342980506,0.4604347620700553,0.48911944434871274,0.4857146789661924,0.5014214708021535,0.49312223067592426,0.4978652515065952,0.4886232233290163,0.49325622334051894,0.4931027387537631,0.4989100278690115,0.525231361457765,0.4929630224014273,0.487039357030383,0.4942586346990114,0.4774154440838714,0.46179527669024395,0.48722260595496614,0.4615055788301783,0.421481028648823,0.42691572201581884,0.5629458783487333,0.5814955385943222,0.5653518232496493,0.49129480913301543,0.46943721537437255,0.4928261063579697,0.46728714114335457,0.460813238631185,0.43166106335959276,0.459693504736198,0.4622839993452698,0.5125973654549729
