,ATPsynC,ATPsynG,ATPsyndelta,Acbp2,Act57B,Ag5r2,CG10472,CG10953,CG11131,CG11911,CG12057,CG12310,CG13043,CG13059,CG13060,CG13063,CG13069,CG13159,CG13315,CG13679,CG13731,CG13738,CG14300,CG14302,CG14454,CG15022,CG15212,CG15213,CG15282,CG17127,CG17290,CG17633,CG18180,CG18649,CG30413,CG30457,CG31626,CG32073,CG32266,CG32453,CG34227,CG34282,CG4115,CG42305,CG42815,CG4362,CG7299,CG7606,CG7630,CG7953,CG8664,CG8997,CG9083,CG9568,CG9682,CG9747,CR30029,Cpr47Eg,Cpr51A,Cpr64Ad,Cpr65Av,Cpr65Ea,Cpr67Fa2,Cpr78E,EAChm,Gasp,His4r,Hsc70-4,Ipod,Jon25Bi,Jon25Bii,Jon25Biii,Jon44E,Jon65Ai,Jon65Aiii,Jon65Aiv,Jon66Ci,Jon99Cii,Jon99Ciii,Jon99Fi,Jon99Fii,Lcp1,Lcp2,Lcp3,Lcp4,Lcp65Ac,Lcp65Ag1,Lcp65Ag2,Lcp65Ag3,Lsp1beta,Lsp1gamma,Mhc,Mlc1,Mlc2,Mlp60A,Mp20,MtnA,Neb-cGP,Nplp2,Nplp4,Obp56d,Obp83g,Osi14,Osi15,Osi20,Osi6,Osi7,Peritrophin-15a,Phk-3,RNASEK,RpL11,RpL14,RpL18,RpL19,RpL21,RpL23,RpL23A,RpL24,RpL27,RpL28,RpL30,RpL31,RpL32,RpL35,RpL37a,RpL38,RpL39,RpL8,RpL9,RpLP1,RpLP2,RpS11,RpS12,RpS14a,RpS16,RpS17,RpS18,RpS2,RpS20,RpS21,RpS23,RpS25,RpS27A,RpS29,RpS3,RpS3A,RpS4,RpS8,RpS9,Sgs7,Sgs8,Tm1,Tm2,Tpc2,TpnC47D,TwdlB,TwdlD,TwdlF,TwdlL,TwdlM,TwdlW,Vajk4,Vha16-1,alphaTry,asRNA:CR45663,betaTry,deltaTry,eEF1alpha1,epsilonTry,fax,lncRNA:CR34335,lncRNA:CR40469,mt:ATPase6,mt:CoI,mt:CoII,nur,obst-A,ox,pre-rRNA:CR45856,sesB,sta,up,wupA,yip7
ATPsynC,1.0,0.6707617247153072,0.5931794589246208,0.6489190970215895,0.6643349352483582,0.5692333199928516,0.5715470188862509,0.5176383519590922,0.5048549129376213,0.5601650766248089,0.5435753156042044,0.5617534747799828,0.5341236624484023,0.523968134942099,0.5150250257299946,0.5159495553638438,0.5185620797497151,0.5341066151209343,0.6001988359495843,0.5065591447256438,0.5275755572909646,0.500156055394969,0.4813454114699347,0.6054942717950731,0.5444620878746083,0.5014914768125917,0.5210890778783607,0.5559497476837456,0.5543721319254394,0.5010113772941871,0.5135771694630084,0.574737632951253,0.5730760445454788,0.567030052115919,0.49503050015214106,0.4971832343148546,0.5170402836818287,0.560529118410064,0.5308217713401966,0.5523992567682373,0.5127605078769514,0.4849912734081961,0.5162744520581982,0.5324590118721209,0.5682591684522236,0.5195948148087017,0.5458490672225967,0.49816857384536845,0.6656439026659597,0.5400736402022892,0.5170581726742971,0.533909828349972,0.5035158677934367,0.5582304698598246,0.49721642117455817,0.50328186979105,0.49531012682303927,0.5523275576970498,0.5042023806043568,0.5058914250400363,0.5221069673279854,0.5107891525413574,0.5245334418288142,0.5049621763020465,0.5096886158194242,0.5156361990711311,0.584937920144035,0.6109214386505681,0.49520110779937354,0.5975500828859793,0.5563193999429732,0.6140455367074822,0.5434706188905246,0.5419247998553126,0.5960521687950614,0.6030580495720631,0.5507437685332989,0.6110560606616693,0.5976517610252213,0.6257579934896266,0.609230000588262,0.5117182268746955,0.49960307182797614,0.5023101165006526,0.5150900113812578,0.4782237208672326,0.5655371748175236,0.5646268292435096,0.5679657964122503,,0.4981469111404651,0.6323692049487555,0.655362003694826,0.694294381245343,0.6904496358676966,0.6366828096890168,0.6849353711843753,0.6680913720869235,0.6346399957360084,0.5702850050661832,0.5181437903497031,0.5323430939883445,0.5094866348878444,0.5064985124169393,0.5118727417142883,0.5057450892104739,0.5225611027770336,0.5049105257746281,0.5334995041618042,0.6670940069855864,0.6668359235144611,0.7032017034665095,0.6722378683676641,0.6694836275640605,0.6727851088298954,0.6996129245932953,0.6730480212263383,0.6623144777860819,0.6917945242742813,0.6834511483439871,0.6875166988881385,0.6957397145105971,0.6966087315391661,0.6687554162212469,0.6774012105044498,0.7100192159202152,0.7183131438848529,0.6447324859332478,0.6915393700980483,0.7068641092772563,0.7206202070458083,0.6883301813838756,0.6993932663888666,0.6652531676862488,0.6725188886327935,0.6657937394719353,0.6576935154874866,0.6740030398548911,0.7013968759519533,0.6857129340833663,0.6604920422889954,0.7135038137282831,0.6910708118402845,0.6805642799406593,0.6491460302504564,0.6500942043559017,0.6819049619015065,0.6840897373802239,0.6823744782476122,0.49659998366842834,0.5372564933795941,0.6302280996021239,0.630253584860412,0.5080441729056223,0.631344689284439,0.5020305215707688,0.5088754981634335,0.5136475356380339,0.5031146423465782,0.5049108285451537,0.5078400961677645,0.4974384278897426,0.6247124479706078,0.5917037564085535,0.523463941359544,0.5647684389742231,0.5773434685830923,0.6620621768008107,0.5582859753892668,0.5225702015308562,0.6359889124043596,0.64017727268209,0.7096046559631125,0.6814391802009881,0.6999072240280422,0.5214620176372422,0.5124157695287993,0.654053867837166,0.639905407544518,0.6843394165225141,0.6737385734585533,0.6147757895958539,0.6239373078459372,0.6059347019688371
ATPsynG,0.6707617247153072,1.0,0.5849886829821574,0.6320079368435331,0.6085225143224218,0.5623347171415563,0.5542832381362476,0.5137872271454279,0.4935398830580912,0.5634796822927701,0.5268264182954319,0.553161043816891,0.5144917060075476,0.501727169132311,0.5073862369162332,0.5235671682353895,0.5056904274656518,0.5258436460768681,0.6191902051173821,0.5121127951307386,0.5238896648201937,0.4953442773694206,0.47650978589360143,0.5915747102153575,0.5309280507389171,0.4962468231936152,0.5301150779863582,0.5735130439212008,0.5518112721123832,0.5009137433715658,0.5137359946428339,0.5633301176417922,0.5753822204509009,0.5601298926203272,0.49000480546268554,0.49967597683970816,0.5142071042953453,0.549560588952533,0.526139338310177,0.5406634312490283,0.49717557790879074,0.48410658533206785,0.5101726511717936,0.5284776095421451,0.5580202963448414,0.5130545855089538,0.5366944716462448,0.49717557790879074,0.6518960145210062,0.5262537154281276,0.5229388747517355,0.5110020745201824,0.5104951289845473,0.5497603090051744,0.4839442973420085,0.5068765812401145,0.4927904333450465,0.5514846782520904,0.5056082725642409,0.5061380423570442,0.5216728038332666,0.5123136431981933,0.5248714534658276,0.5022231601091512,0.504463376473565,0.5207649283722904,0.5741169681382867,0.5820380205930304,0.49468710971715146,0.5777633765378045,0.5266955101555438,0.6186107996705077,0.5452869472873312,0.5493419790844569,0.5765914323321083,0.5824391338352148,0.5548930492307712,0.6216781797594184,0.6039431363055427,0.6359962431532539,0.6201778168992614,0.5021450614464292,0.5016754865389409,0.5035656253709132,0.49805593529102793,0.47990138114622044,0.5637177260775985,0.5553017329642679,0.5699935331500022,,0.4983482429354416,0.5878778671480447,0.6108462237055486,0.6415939136722313,0.6449906955407583,0.6035477596031606,0.6628391636713487,0.650092388083136,0.6188899615496116,0.5834474170191373,0.5240175911806055,0.5266226770961108,0.5049100946237367,0.5021205903883385,0.5065849508688373,0.4997300156172396,0.5031174590475073,0.5006616303028066,0.5362119806011615,0.6527694625059832,0.6519269123557196,0.6701141234809177,0.6504536163137693,0.6438828081373436,0.655387410946972,0.6769093047074932,0.6493592928955592,0.6500498150791705,0.6650312373099836,0.647887651732098,0.6712710298200654,0.6719315970686015,0.6714280489749885,0.6450428088875099,0.6554485844889424,0.7025570012847,0.6988812092896067,0.6158526118692411,0.6610990201834102,0.6881599928657356,0.6984205166289621,0.6578692518799151,0.6751547122043474,0.6496106034795373,0.6532529126443227,0.6371230355771822,0.644917350484723,0.6450614125423848,0.6840810262532614,0.6709966094298416,0.6317906726899764,0.686410437919624,0.6662581715105482,0.6596318932089811,0.638639441075294,0.6197662927589541,0.6468383610954778,0.6597099852464477,0.6447351889661705,0.49639673441915794,0.5080948682685248,0.5905673160894948,0.5799206594619624,0.5035277459217323,0.6008945375195525,0.5061336116766777,0.5018888871668409,0.5273435109496588,0.5056392457483454,0.5077825211603036,0.5069597554354071,0.5040104506768961,0.5953294788376431,0.5824792405174957,0.5053508475400336,0.5317786059605635,0.5529239679312006,0.6360248330400962,0.5331478717167537,0.5186213033847955,0.618307519769118,0.6215339260770963,0.6539697803466462,0.6367486173139161,0.6622294026380439,0.5313231896322771,0.5110334122959336,0.6340941967434626,0.6008353476609011,0.640256064641779,0.6498092811851164,0.5695866019753523,0.5868275274202732,0.5878147658143186
ATPsyndelta,0.5931794589246208,0.5849886829821574,1.0,0.5671745574063976,0.5729772441923939,0.5334452678131221,0.5355857819420683,0.5196571922650387,0.49840126257011896,0.5256259020744768,0.5097061233336071,0.522590222629138,0.5213626886125318,0.5114045127377222,0.5170637051946608,0.5162502516858198,0.5035302786337771,0.5177797006518424,0.5530009659157206,0.5065726624243084,0.5134217121710483,0.5061917174462959,0.4922472308845203,0.533291015021147,0.5146296895781124,0.4938263837280392,0.5074024809641162,0.5218304536957583,0.5289080224751843,0.503675385832939,0.505829752842632,0.5238204255760702,0.5246937311041182,0.5280780295152925,0.49577734403066054,0.503806853373195,0.52266345915123,0.526426343973739,0.5131983332335852,0.5189974028294305,0.5096977843124322,0.49381082837971857,0.5063326152270249,0.5139927314970067,0.5254015498598094,0.5176059203591141,0.5205450534084138,0.5020915741616352,0.579635281718583,0.5211744700012837,0.5252415351290859,0.5184089705228463,0.5012130401068651,0.5301312418336043,0.49117387417263086,0.5013423520073216,0.4978477314543809,0.5302949559229536,0.4972080958601566,0.5142607940242487,0.49917145949681196,0.5067449791365345,0.5094401061815933,0.49864825896326226,0.5128761186921501,0.510917534883941,0.5340216138635447,0.5484929538229818,0.4974736229203242,0.5419203149870783,0.5262261563148923,0.5585592532654848,0.5210114389649304,0.5125950936223954,0.5434727473188785,0.5439091594491287,0.5413901391540312,0.5526217557552097,0.5455201923307792,0.552005094981505,0.54869156488304,0.5020915741616352,0.5011108136691408,0.5015239694879812,0.5030969134218071,0.48482212051381973,0.5302070706466142,0.5370245738980637,0.5353341339695686,,0.5056473323824175,0.5503367418889242,0.5746931089079083,0.5847003423758038,0.5826021976399908,0.5586502431096431,0.5768905124210597,0.5729500981782304,0.5640827209588435,0.5311150318542864,0.5152079641227315,0.5063464613990029,0.5031191288139885,0.497762745818321,0.4992312112060626,0.5008066755021686,0.49939806331848235,0.4979828940630955,0.5160388638848763,0.570980511603353,0.577078530262344,0.5849596521662268,0.5775149928287195,0.5837097070011652,0.584344186648107,0.5899475257667118,0.5730574648667335,0.5719543963873688,0.5847730656693269,0.5767933910040272,0.5884442449117973,0.5855993977395245,0.5867779183016016,0.5795878092097935,0.5704499590683919,0.5889891270701606,0.5940967300762109,0.572896299868652,0.5922194279288292,0.5876795506694098,0.5966280964588238,0.5820636119405452,0.5881201082941518,0.5794906294016331,0.569545893854452,0.5717575056629923,0.5866880282326123,0.5926613801428495,0.5886936553403999,0.5843786983855107,0.5844825524830983,0.5855292931330407,0.5837201383192643,0.5874618020364009,0.5646769529684806,0.5707342267604408,0.5865009847262849,0.5829698245288399,0.5819161827065416,0.4971472702608142,0.49978351486987194,0.5520904433428951,0.5543594337019887,0.5175527052140835,0.5493705915116275,0.5010620331320147,0.5121178713287794,0.5044882769489537,0.5076222806975936,0.5015206078235377,0.5022221912818912,0.4985259339323657,0.5577111848585184,0.5342799782770535,0.5219205488240524,0.5323344270700323,0.526105815524153,0.5752852883831131,0.5263113550364319,0.5021701861919841,0.5647188351964332,0.5655841544254726,0.5964543155673163,0.5748052335003114,0.5839909445746309,0.5141022069129648,0.5058596775019415,0.5723151184299117,0.5428189942955324,0.5809076432727687,0.5801308781364939,0.5615686618930302,0.5597017690795149,0.5486662256772487
Acbp2,0.6489190970215895,0.6320079368435331,0.5671745574063976,1.0,0.5400296998327784,0.5985039341065803,0.6187545298134863,0.4894902144793448,0.4763361848876382,0.6083314110112477,0.5626442262658053,0.4851060784843893,0.48057693477171165,0.4714117097651095,0.4802611478170545,0.5257244409968355,0.5059557821498893,0.5404456288618568,0.6636855282614649,0.519509135457091,0.4948653955740977,0.49929236293317725,0.4810026807935974,0.525730933596235,0.4936270147342984,0.5036016824614502,0.5193566692375585,0.6178242637866083,0.5224726301038707,0.5083085695323634,0.5003868405160583,0.5601538045038749,0.5790645807746709,0.4936159854176029,0.49810604153135213,0.4731444129362809,0.5125605332424347,0.4908854892212568,0.5444040475442199,0.5103754706018819,0.5020293834554871,0.48759039936125176,0.5035281687730571,0.5159481303515379,0.4904140172473935,0.5259073096503588,0.5205903214448957,0.498200408837139,0.6398602789614717,0.5280953103314352,0.5105302739936988,0.5408544215529005,0.4988208168819853,0.594425825294351,0.494053923343233,0.4920350879595116,0.49490873505578237,0.5093784670653622,0.5131621961609999,0.5188665630966106,0.49232384040884153,0.5174369732963243,0.5337671694636263,0.5098828431654536,0.49987397745380635,0.4959041593553288,0.5595504263428219,0.5567764747509851,0.4972630771996693,0.5335398147657925,0.5380896497489783,0.6523286237337166,0.5692999929694412,0.5618800374601151,0.5710079609490657,0.5729502792612619,0.5534778047465135,0.6477997103285078,0.6308766747106532,0.6443206612374875,0.6372028805182604,0.498200408837139,0.5002517584640056,0.5089559813393725,0.49972310346001825,0.4585308416112316,0.5348041081494803,0.5200496203944565,0.5271062446921156,,0.497454904335785,0.5230359849269494,0.5657927804834435,0.5718230599122693,0.5916275587520984,0.569988079517788,0.7420874107230684,0.6307491396016147,0.6127872706936204,0.5765096115708724,0.5102902944870762,0.5002648411977952,0.4985224779537201,0.4951842180829846,0.511253094480231,0.4991331981487971,0.5118699549015527,0.507658235719439,0.543800336513128,0.6654943685053892,0.6341824074465585,0.6468660626824233,0.6134463969774636,0.6152362662377981,0.6202647398560278,0.6415240820715664,0.6218684031070776,0.6208513942432928,0.628533122862535,0.6171031482725327,0.6475475710182262,0.6442980722752596,0.6291474747187873,0.6101530624453475,0.652169823285432,0.6875870448355011,0.6800203940622931,0.5923540205017587,0.626084367522458,0.6586166252359323,0.6690090564000453,0.6208499543657379,0.6573653375366852,0.608290458369811,0.6308826673840415,0.6263902556866996,0.6029549815305312,0.6260443079980228,0.6711699536197213,0.6561130933925311,0.6087687441189711,0.676826697252297,0.6420291131045772,0.6316940202612371,0.6027730962802191,0.5982025967248207,0.6089118264159291,0.6398995183489686,0.6176023379305658,0.49700049400955226,0.5022121249373481,0.5377457935728206,0.5311168700058101,0.507489360063704,0.5491163049394394,0.5074367277658889,0.5211115413405888,0.5060688124850189,0.5091477827915587,0.5019500335055892,0.5096492300417866,0.49906955754497956,0.616275683950415,0.5673838990780792,0.48779480019366905,0.559903467153051,0.5396921580713855,0.6153017026823375,0.562861796160629,0.5094988104579694,0.5783756590704955,0.5751916864696736,0.6374814694619064,0.6127287781003484,0.6341181870265912,0.5194212660828303,0.5018942321801787,0.6197206838986535,0.5621439083740577,0.609398259541044,0.6152945943113399,0.5209495913007198,0.5397160895502938,0.57038700042751
Act57B,0.6643349352483582,0.6085225143224218,0.5729772441923939,0.5400296998327784,1.0,0.5100151234900034,0.5139814109550307,0.546703478645971,0.5130819030262207,0.5038107116198685,0.5100968505567332,0.5353165298607445,0.5286052876623919,0.5255259190017938,0.5209215411030096,0.5129121507415663,0.5061182700803255,0.5139392711676857,0.5278332734429279,0.5092730936165321,0.5612249300316933,0.5005614700484459,0.4881237091582926,0.49053442362747274,0.5207535393706642,0.4978601508616456,0.521869117858204,0.5208826141766361,0.5668725377564627,0.5027187434003744,0.5164406586332663,0.5233970085846456,0.5226850022022008,0.5424264037138159,0.4923467246627256,0.520483097128355,0.5068678185960519,0.5366082605348439,0.5178542272493942,0.5185964373365928,0.508797629889694,0.4894821680983951,0.5187678653717438,0.5336569177794475,0.5410598330792803,0.5015170997649507,0.5634343397302342,0.49794596141742375,0.5915322189633524,0.49926416553408953,0.5005869409775865,0.4962364258868587,0.5031293680244925,0.5150104254447812,0.49276597123868293,0.508010600002654,0.5004249528947557,0.5778109887146338,0.5014930937911298,0.49588491536698437,0.5134105538412592,0.5185565389052831,0.5053871135008492,0.5029501450129135,0.509101324439814,0.5212878693143178,0.5349641383163007,0.6155445978505321,0.4949099192553318,0.49248588718758185,0.498392564920328,0.5143399964663424,0.4920308965067624,0.5035135185151471,0.5090829624958979,0.5118639832167281,0.5161548562758672,0.5216486701155696,0.5112246065426974,0.5244457520786917,0.5178191880105594,0.5135452348463124,0.5050351905376446,0.49401924073617204,0.507865478747551,0.4817415474311424,0.5933637256926787,0.6005943723609677,0.5993503303906046,,0.4975746460743977,0.7748690744058471,0.7738775884985906,0.8367662533064694,0.7830071453130241,0.7473850474648931,0.5443121987647526,0.6008909753360276,0.5926267223571476,0.5311101888563567,0.49755670360751775,0.5447515437253385,0.4982566994140147,0.5021860211766495,0.498400067654169,0.4992780296356148,0.5053023579874889,0.49250170271912347,0.5075689219573696,0.5476017575209404,0.6340329644943715,0.641600462749665,0.6354193445761052,0.6279683646234789,0.6360391478556338,0.6548426053149928,0.643512101303491,0.6235034780179651,0.6488412442440132,0.6376539591357903,0.6315272732917157,0.6407749803939835,0.6512942948506266,0.6314040389088895,0.6317447484387253,0.6282777323013545,0.6437889886696435,0.6299096728122253,0.652281749218097,0.6507487626539249,0.6553315809344613,0.6406053352854173,0.6452845686455615,0.6246566134559756,0.6377453571797396,0.6229130185304161,0.6350756121677187,0.6353791960429078,0.6277872089381147,0.6314638028041593,0.6311116213770398,0.6509717851160916,0.649745995105806,0.6515849818235158,0.6237733086070087,0.630665867234935,0.6440970116524318,0.6460476901000589,0.6408274515425497,0.4997416561941509,0.503494035287991,0.7224597857041204,0.7546092002196931,0.49848626247452316,0.7152214615155906,0.505532464975347,0.5050309602921379,0.5042345746715352,0.5201757060816414,0.5137859044135217,0.5020155882012013,0.5010346492822033,0.5262977500529433,0.5217404307900853,0.5272257807992762,0.5156170171755745,0.5030324461987727,0.6366490050107075,0.5077234854635485,0.4956185348526658,0.6047056685686432,0.6161863751142012,0.6456929984336071,0.626749024007052,0.6421629150453728,0.5187467300312836,0.5189535068870278,0.5894446931495599,0.6665154946505019,0.6566515894627033,0.6489058920983813,0.7545089398862311,0.7545920540918025,0.5219168740335409
Ag5r2,0.5692333199928516,0.5623347171415563,0.5334452678131221,0.5985039341065803,0.5100151234900034,1.0,0.5682047913336185,0.48710297243060624,0.47887815004915746,0.6206369704356429,0.5379116598096421,0.48728159807132637,0.4829611843307052,0.47763823529153215,0.48525092788993957,0.51073558117698,0.5046957026386288,0.5154476212330905,0.5562963617961045,0.5065327808787556,0.4939781129854334,0.497647458960395,0.5119957884199837,0.5046606538393755,0.508517602047543,0.5090347383024,0.5144465876551111,0.5292026089233545,0.498366032709454,0.49923988110369033,0.5057585772397064,0.5639488258969295,0.5541008560927966,0.491782618918741,0.5006023066695774,0.4716613782018655,0.504204041952797,0.4910690540747492,0.5092584290364291,0.5088279992534335,0.49876236315675204,0.5109923744100517,0.5034038308405507,0.49869079430705443,0.49391525179908036,0.5230677418558949,0.4975891423574418,0.49876236315675204,0.544924637316572,0.5146839114347501,0.49963217002708865,0.522598695339471,0.5157842304298229,0.5587423087295217,0.49300216684881026,0.5064181157776819,0.5056745041504433,0.48160939089379246,0.505924888123724,0.49688453652141035,0.49440931991677,0.5015949304711712,0.5078580666898908,0.49948075469840786,0.4916110807345314,0.49164078366554437,0.5187183710336795,0.5161026571407951,0.4991765504605061,0.5168876529908769,0.4986891609747369,0.635705092441078,0.607747680598974,0.543474482147904,0.5241669044303089,0.5449361934003839,0.5346561470461427,0.6485891023249335,0.6508994059169023,0.6316104870954043,0.6237308164012124,0.49876236315675204,0.5026182460486225,0.49591458688937234,0.5001830317002767,0.4675503464968351,0.5093808777071792,0.5018766234141698,0.49631564348639634,,0.49824965568367463,0.5064465921073621,0.5179720720987382,0.5242243752691682,0.5349348359718216,0.5254621824451629,0.5738505783830116,0.5621310342911808,0.5227600255788496,0.5366922692282702,0.5037299704343433,0.4968172847433869,0.5018308752047854,0.49736117089943693,0.5006652493460687,0.49933559145653805,0.5114745968063641,0.5174732918371424,0.5049601472475889,0.5733754445589319,0.5478962060772755,0.5654139411861041,0.5471959390556088,0.5457245327960701,0.5419753844676032,0.5659308569165206,0.5466212218091394,0.5541496304919942,0.5572116345599214,0.5548976251669752,0.5518684608272294,0.5564023807348683,0.5588801717671095,0.5451863438089667,0.5528391376409064,0.5748162044786896,0.565356955366946,0.5390243317768233,0.5564321770097559,0.5639307679914307,0.5653269705114492,0.540715936294016,0.5688576504865916,0.5520446262479326,0.551467785969274,0.5537812489397406,0.5393587783292515,0.5527151850099182,0.5662851541454785,0.564034195093737,0.5451910975678032,0.5752095647848307,0.553431622463019,0.5381731983358727,0.5316477920154312,0.5372155456469343,0.5543421508184225,0.5561130140890357,0.5414229205179526,0.4979371430567489,0.5572272501597697,0.5088882086257065,0.5034473955521404,0.5072491143063254,0.5209778152399583,0.5089935716807749,0.5050508515052599,0.5030451088913491,0.5005822288505721,0.512110932524195,0.4994392205838468,0.4971599400080222,0.5583890822430432,0.5283314455377216,0.4844264146763205,0.5197769458775603,0.5098612384149172,0.5373675924287737,0.5157993459896871,0.49650767826069253,0.5294235541029539,0.5304580489227327,0.5542705469265905,0.5351128558137198,0.5534287026563424,0.5077307710788114,0.5038749217037584,0.5418009896782042,0.5131775592157274,0.5607567820748579,0.5463414581098037,0.4981266294359355,0.5096063580760434,0.5476503104465348
CG10472,0.5715470188862509,0.5542832381362476,0.5355857819420683,0.6187545298134863,0.5139814109550307,0.5682047913336185,1.0,0.4893041246996566,0.4830573235174662,0.6031724278050169,0.5633554004003851,0.4800745012935679,0.4878621726784284,0.480620451891627,0.4889197738616952,0.5071185140718758,0.5070425622328367,0.5169262177372537,0.5704332503325314,0.5060229532118655,0.494592782036764,0.5085344766721477,0.4924225813295664,0.4938453572381926,0.49420451330559,0.5019221401226982,0.5001499294876621,0.5334622393735124,0.509535875470602,0.49877820887695196,0.5044950362263927,0.5520445442008916,0.5534225192603313,0.4857469184969062,0.4973994950832925,0.4784429855988561,0.5150647388856419,0.4814737456622756,0.5142528896695833,0.49539121695223937,0.4988926266760041,0.501177630659046,0.5001264371990788,0.5035652438900605,0.4838645507725589,0.5235750497926966,0.509655342949974,0.4988926266760041,0.560601814081582,0.5115437025879211,0.49265763114934996,0.5353414060268468,0.49600562401930304,0.5654757935082195,0.49102937937232966,0.5011519737226848,0.5044078864071774,0.5018619065501961,0.4978082952565247,0.5067989631707016,0.4900124922634195,0.5076618987338548,0.5345541030949948,0.5054961637329137,0.49002584625910195,0.5001973431985078,0.5123915732426597,0.5219750879760864,0.49719801072362513,0.5009000387163878,0.5023030127111405,0.6246729713500798,0.5653323029617321,0.537153221828434,0.5187194281482281,0.5308297176616019,0.511586022956286,0.6110138030891308,0.6080120113209943,0.6062348083706304,0.5995822175427288,0.4988926266760041,0.49952034507633664,0.49634458401841075,0.49965307977663875,0.47108206624643717,0.5220037526622401,0.5094575890190921,0.5132174988783915,,0.4984338825930392,0.49835055908198356,0.5246891219058544,0.5316832902181696,0.5377663359913329,0.5260424248097136,0.595207487268568,0.5526443912846603,0.5263770940698993,0.5306954355663789,0.5070751367597705,0.49942786182767374,0.4978476003604467,0.49954170629282757,0.4980818383286565,0.4965562428597034,0.5150462453302054,0.5118571216750859,0.5111855403585213,0.5813594059752198,0.5501227608303291,0.5606268518125458,0.5459468458709713,0.5459393197026293,0.5542710290018547,0.5562479448948493,0.5388604709668019,0.557410464166316,0.5569284255058863,0.552230607313892,0.5737075653810014,0.5624893511818309,0.5630183544442224,0.5617420981344089,0.5674211261990261,0.585873671024252,0.5790253081580848,0.5349531723936397,0.5440686140651266,0.5773157653067656,0.562710287995894,0.5506362754473273,0.5778433453427159,0.5488930611389383,0.5539122761800849,0.5525029631507671,0.5389030898202356,0.5660871224577165,0.5810994545287406,0.5677974531403046,0.5538613703451655,0.5708807472054975,0.5566316398207466,0.5627055455744007,0.5441565647534358,0.5343976978828859,0.5391751473607217,0.5570111278276102,0.5506274448268036,0.5017083686867554,0.49641899932557654,0.5095143647093142,0.5083328598486908,0.5183360913037959,0.5140137249988352,0.5021314512045326,0.5059719623130977,0.49914196661743854,0.4980141883319015,0.5003204318843784,0.49693977550639057,0.49782708264516007,0.560791986184981,0.5145470720173544,0.48804470415109164,0.5129548327632892,0.49641466900732656,0.5429229661149222,0.5272005464774078,0.49730290664522286,0.5233882976684471,0.5261805850896467,0.5544263373510259,0.538795022160236,0.555835685126238,0.506161232942364,0.5062843932900939,0.559035053641744,0.5127350905220684,0.5605495473996315,0.5465917244130741,0.4997249226744808,0.5150967724180767,0.5528616918679606
