,RpL39,RpS25,RpLP1,Mlc2,RpL41,RpLP2,mt:lrRNA,Nplp2,dpr2,RpL38,Act57B,RpS26,RpS11,RpS15,RpS12,RpL32,Mlp60A,eEF1alpha1,RpL14,RpL23,RpL27A,RpL31,Lcp65Ag1,Lcp65Ag3,CG14265,CG14302,CG12310,RpS8,RpL18A,RpS9,RpS20,RpS27,CG30413,RpS4,CG15282,RpL12,RpS30,MtnA,RpS29,RpL9,Lcp65Ac,CG18649,RpL15,mt:CoII,Lcp65Ag2,mt:ATPase6,CG11131,CG13545,Jon99Fii,CG14300
RpL39,1.0,0.18108944150762718,0.18833886785212023,0.01952884606181211,0.3282540196900017,0.20533191848260451,0.11665992778296894,0.1594107799536619,0.1561377479160657,0.14139439085167171,0.04946362297802841,0.16373530466078737,0.16659071660472247,0.14553546445654394,0.17204573568574813,0.18504313695453004,0.022477660710644384,0.2067305654972221,0.13218176613537141,0.22099234923753014,0.15056747603825182,0.11417050665666251,0.07264709948140942,0.1306053445676469,-0.021193670027140545,0.00721054077143536,0.00573078000007934,0.10167521830796489,0.16591691650651855,0.1887999231401929,0.15780087946494162,0.15761020215505522,,0.1939515962147038,0.023527404021412214,0.1473162276945356,0.13268519857438688,-0.0036001325623492733,0.19402301005414585,0.1551478860013731,0.027574666343847604,-0.012355742889833873,0.13489304531724547,0.16151421136618416,0.08334883314009317,0.1905722439149757,0.08825320248324174,0.05363060049517698,0.0007150367692341586,0.03192036060770374
RpS25,0.18108944150762718,1.0,0.149449183773395,0.05751358461862774,0.22694884423272169,0.1312897558121555,0.10149271534370458,0.17191160344512216,0.11387292401546022,0.07098813825809591,0.04048767409396385,0.1268814143685968,0.19383905836973223,0.12917248578479784,0.11674441103554156,0.15009231754242217,0.07579568434702418,0.2389651831384907,0.11876682479188305,0.18055503502950712,0.1495140579878524,0.10420654435718958,0.09803408760298253,0.11768157535309234,0.004228989902112192,-0.002253650780823192,-0.026049152944934498,0.13755949075242754,0.15060585523477146,0.11129481586155045,0.11865698283443253,0.1611436702723529,,0.14981130403710727,-0.005861141484834192,0.15624523516643937,0.12119609111355342,0.0023081257979812365,0.15863066563419384,0.11631072150799508,0.03956320138754978,-0.006058857584450379,0.11794050975357195,0.1329135894576673,0.07291408958715408,0.2142186882560216,0.06475994992978262,0.07350764531714486,0.006558942453831883,-0.006459868508369815
RpLP1,0.18833886785212023,0.149449183773395,1.0,0.049984649337828674,0.19385887996028756,0.20228898549403523,0.08342585848943895,0.17141294987572053,0.13680624890640403,0.08872923597048589,0.0689519813970275,0.18036600210201054,0.1465691385753351,0.09481194362952833,0.12427701322872166,0.11729813205490322,0.021021625921752274,0.17656358332804023,0.12753020316698277,0.15046587904702377,0.11328899291363927,0.1344133721169203,0.11536203036178704,0.14737269945454184,-0.02520622632418042,-0.010551792062630062,0.02946976682639811,0.13783056797163484,0.14603535954678543,0.16978972147230925,0.06823633910012183,0.09114466604630812,,0.15617211125695427,-0.00339272984586469,0.1505352589415359,0.10691161443654934,-0.008934678138252897,0.1431795432162307,0.1472492597914888,0.006995271478075691,-0.00037766970735706503,0.13033755600932978,0.10034315740522444,0.11083057239761086,0.1445835924238879,0.07341082146144062,0.06398255646213775,0.009131868398294097,-0.0060582821593266655
Mlc2,0.01952884606181211,0.05751358461862774,0.049984649337828674,1.0,0.03771160238640644,0.07462159250310602,0.025241204456827822,-0.05077427607600556,0.039494260733222764,0.01759706172106566,0.4834916315211403,0.06877784419600769,0.08488975833254518,0.0479019957341447,0.04034473157632352,0.023774534103522742,0.2300331182582384,0.015694378982701134,0.06496200955760155,0.04270110196743242,0.012308862314529555,0.0586798840926039,0.01711333825068763,0.06559697192684745,0.015049673276521944,-0.008856534133262668,0.043877645696666925,0.03830879535945737,0.027664380615685415,0.057773447170578904,0.052542408672939245,0.024069532094861897,,0.07094004602433311,0.04253916862355628,0.06665820328523142,0.06304210065062874,0.02300418275882885,0.047026751193470356,0.02374328445128806,0.005691365029483264,-0.005792559055929743,0.04846836306869151,0.013501962504340827,0.045154878221540476,0.04590619755516275,0.03791935021633171,0.05576298281795773,0.001402373006071293,-0.009236208538692477
RpL41,0.3282540196900017,0.22694884423272169,0.19385887996028756,0.03771160238640644,1.0,0.21899824238034682,0.1856395180684943,0.23214704910536502,0.21776664671670587,0.12982172062627442,0.0503005876821274,0.260210386385877,0.22645908021270758,0.1911814756936498,0.1707121197493894,0.21992838785345126,0.03968701770265047,0.25635951321496914,0.15818316740042787,0.2593798191640954,0.21711587028632384,0.1866132918505809,0.09604150307890605,0.12252094961364375,-0.009718759627145076,-0.016536654963736106,-0.04185518533689996,0.19854979221539237,0.17681432374745165,0.21279289560139908,0.165200836502903,0.18241248780082436,,0.19030898706893784,0.012914695504560501,0.1745790529450621,0.16741588811614025,0.03916439750502587,0.2202329164918347,0.18480600762390542,0.022453657023811656,-0.02437939856919978,0.17068969468052367,0.2057855180189381,0.1077711082609371,0.27459257414567617,0.08671318381229116,0.06378116049484249,0.002060732588860081,-0.01103391244013465
RpLP2,0.20533191848260451,0.1312897558121555,0.20228898549403523,0.07462159250310602,0.21899824238034682,1.0,0.1361415075589798,0.21855182195606224,0.13879272509030915,0.10351713668624389,0.05813328708379988,0.16290294197824842,0.19383672704020646,0.14439405252701515,0.1489563401769218,0.1320263298658456,0.055478764686263005,0.2509836738525228,0.18381457326008607,0.15646324304071277,0.1624692876756399,0.08039863193524174,0.12687607080146385,0.117238323099172,0.00592001935875279,-0.030457815728227852,0.007846942118070861,0.1751780726279788,0.14337593508575497,0.1942690036072675,0.11360135771005349,0.12990679714113482,,0.18122354046062789,-0.005234977388790705,0.20137561232171788,0.1425992923541501,0.03114148387734302,0.1777932862950404,0.13580850867653455,0.03085935917005727,-0.015533292078367717,0.16000890370500456,0.14408390634479928,0.06258511565926374,0.2059221698293123,0.10505633980417728,0.028626060003079802,0.022169228343379754,0.002347134208091995
mt:lrRNA,0.11665992778296894,0.10149271534370458,0.08342585848943895,0.025241204456827822,0.1856395180684943,0.1361415075589798,1.0,0.15256273576085502,0.10636812043981791,0.09380293013164498,0.019661849949237063,0.09857048703227121,0.12071927510301142,0.07879037612403685,0.06104068254740209,0.1381051194583521,0.03827891601926648,0.16320374617360753,0.1104165963180575,0.13770471589153446,0.13080376372448976,0.09138565379884943,-0.021646384832294842,-0.025601080145528813,0.02421128963725578,0.053672167474634484,-0.026178953452918464,0.0904221048933662,0.09126080253155684,0.13284947711180145,0.061502333374211036,0.10317832709425954,,0.07958047563382946,0.022075829496275064,0.12178677851162875,0.0933160136134666,0.04624338049996379,0.10550759956578074,0.08955502816645182,-0.002418522045664478,-0.02755075270003572,0.07456344483086025,0.1875724767782255,0.0010692392395875723,0.20972039444059495,0.048984023924971684,0.012342889132844445,0.0038984071794935784,-0.0038041336886005988
Nplp2,0.1594107799536619,0.17191160344512216,0.17141294987572053,-0.05077427607600556,0.23214704910536502,0.21855182195606224,0.15256273576085502,1.0,0.10963824919478268,0.09237884999217078,-0.024332663553520956,0.1603810913672423,0.1758612672216286,0.11406295357354586,0.17288500892266376,0.1408610899380905,0.0064344790179075234,0.2533300304508504,0.15374647681078207,0.1773680139056262,0.1609183125818365,0.1196731282733619,-0.010422918685661524,-0.007918821510085794,-0.022967992019287776,-0.027628190446776415,-0.006875341198853342,0.1768602882771247,0.12350832627336586,0.16234213131480654,0.1146415642231979,0.1455302087053343,,0.15332390558395295,0.0092068747706654,0.13591419549245679,0.13667252869787694,0.012945920152100708,0.1851587046420482,0.16732011001864933,0.016371313079199385,-0.027536780914935735,0.1709972908731108,0.17177735380208856,0.011935892555201161,0.22102023383139346,0.09482250851267453,0.06405868532149912,0.000360891196754857,-0.01338564727133157
dpr2,0.1561377479160657,0.11387292401546022,0.13680624890640403,0.039494260733222764,0.21776664671670587,0.13879272509030915,0.10636812043981791,0.10963824919478268,1.0,0.08591132997583052,0.03549680064253735,0.1313950928336991,0.16312707709062543,0.09184902542490628,0.07251530375849595,0.08883962373212911,-0.011932035272126017,0.12932877250555877,0.04247108928019403,0.10777477061716707,0.10874466139971704,0.0977586810843572,0.019727902986746034,0.07256932760063087,-0.03313524046576664,0.007761614062691469,-0.0033061160077760593,0.0959141692784386,0.09656941367836443,0.08592486506753258,0.08553431038004358,0.09101100158628936,,0.06117059619737577,0.005530762646512172,0.12333228460016503,0.08962769678241136,0.013004565024208792,0.08974533239223863,0.059461647213842436,-0.0134317039102784,0.011573849913418633,0.05422036491653884,0.13769861127172986,0.04317857751404227,0.12745638760093653,0.06236558372257775,0.028429155166497994,0.01558046991439787,0.018185595335219733
RpL38,0.14139439085167171,0.07098813825809591,0.08872923597048589,0.01759706172106566,0.12982172062627442,0.10351713668624389,0.09380293013164498,0.09237884999217078,0.08591132997583052,1.0,0.04770221643952008,0.07637180717573455,0.16319629021940313,0.05913161179728412,0.10166617272434568,0.1262970191589399,0.00944390915815645,0.10617872822585837,0.09535707065067962,0.08978585145430859,0.10191974229367036,0.12603387498178498,0.01557253147603598,0.06412824808942387,0.014700337326644287,-0.009953446054237656,-0.013622182326584442,0.09139768828774651,0.09277167180415274,0.12448131102376639,0.039315259536134455,0.06357375368530563,,0.08951783746705402,0.02005931579433748,0.07619736433658456,0.09828583673493188,-0.003692782615829083,0.07972690552782268,0.09664170868679026,0.01047424684047359,-0.025962389841543667,0.09222737356275834,0.09451348314580922,0.08314272512609316,0.12159400829200433,0.05691111827589051,0.02025330725436501,0.015469535666506136,0.007075923098252687
