,CR30029,pre-rRNA:CR45856,His4r,CG42815,RpS3A,Jon44E,Lcp65Ag1,CG7630,ATPsynG,RpL39,Phk-3,RpS25,CG32453,CG13731,RpS21,CG10953,sta,CG14302,RpL9,CG4362,Osi14,Mlp60A,CG8997,CG42305,Cpr65Ea,RpL35,epsilonTry,CG30413,Osi7,mt:CoII,Tm1,ATPsyndelta,CG13069,Mp20,CG18649,RpL31,RpS17,RpL14,RpL23A,RpL37a,Lcp3,Cpr51A,CG17633,RpL18,CG9747,Tpc2,Cpr65Av,betaTry,MtnA,RpS9,Acbp2,CG13060,CG13159,RpL11,CG13063,CG11911,eEF1alpha1,Jon65Aiv,mt:ATPase6,Jon65Aiii,yip7,wupA,Jon25Biii,Lcp2,RpS12,Lcp4,CG34282,CG15213,CG32266,Cpr47Eg,RpS27A,CG9083,CG31626,Gasp,RpS20,Lcp65Ac,CG8664,Osi6,RpL38,CG4115,Vha16-1,obst-A,CG13738,RpL19,Jon99Fii,Cpr78E,Ipod,CG15282,RpS23,RpS16,CG17290,ox,CG13679,CG15022,RpS11,mt:CoI,CG12310,RpL24,CG7299,TwdlM,CG14300,Jon25Bi,RpL8,Cpr67Fa2,Obp56d,TwdlB,CG11131,TwdlF,fax,Mlc2,Vajk4,RpL23,Osi20,Neb-cGP,Jon25Bii,Lsp1beta,Nplp2,CG13315,Lcp1,Mhc,alphaTry,CG15212,Hsc70-4,RpL32,CG9568,RNASEK,RpLP1,CG32073,TwdlD,TwdlW,Lcp65Ag3,up,Lsp1gamma,CG7953,RpL28,EAChm,RpL30,Obp83g,lncRNA:CR40469,Lcp65Ag2,CG17127,CG10472,Cpr64Ad,Osi15,TwdlL,lncRNA:CR34335,sesB,asRNA:CR45663,Ag5r2,RpS3,Act57B,RpS2,CG12057,CG13059,CG13043,CG30457,ATPsynC,CG14454,RpS8,Jon65Ai,RpS14a,RpL21,RpS18,RpL27,RpLP2,Tm2,TpnC47D,Mlc1,RpS4,RpS29,nur
CR30029,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
pre-rRNA:CR45856,0.5,1.0,0.5007454675610998,0.5,0.5265259066255192,0.5,0.43170532514461496,0.5553739866563294,0.5157368086821426,0.547120888982712,0.5024490665741269,0.5321300964337641,0.4949067836858076,0.45869971926927133,0.5321504572200124,0.45230225389193524,0.5478643568059143,0.506857585223875,0.5057462441814932,0.49471602236968243,0.4783497969753177,0.538575030630172,0.5054251997606791,0.47004354636659207,0.43831766021896407,0.4928451157808198,0.5,0.49532338211950105,0.4956366433786433,0.5323971422889762,0.49591499998862854,0.43502597821210903,0.5231538519824452,0.5308869723604859,0.49428207601909874,0.531389732355261,0.5173360681043454,0.5201132882143578,0.506124937787683,0.545615154275959,0.5296540759453913,0.45016873654075856,0.5113077252376081,0.4875041674131723,0.46773283821009176,0.46992329582449927,0.4885191043842898,0.4797156164333594,0.5044495465822255,0.5160981204103732,0.5172183676136258,0.5011489084873084,0.4811044879573837,0.5224002766943601,0.5100299174112627,0.49546287586961907,0.5208302500592598,0.5338126023113229,0.5395749245163604,0.507410583959788,0.5021474894538062,0.5289098589258426,0.48707946349728426,0.517186081931056,0.5494230669741634,0.47417834295211364,0.4897017281175247,0.4853429675618217,0.5274135868302429,0.4559059672243577,0.5153723018947499,0.4752803736133703,0.45111907421515934,0.46832021236096466,0.5304226248448882,0.4868883614352897,0.508504642707242,0.4982940059615343,0.5290652476998383,0.5078077470160253,0.5152432778184619,0.4662646927768747,0.5107221107799821,0.5346814431532749,0.5,0.495363859911381,0.483198913813091,0.46102236515195777,0.4903603778002911,0.544814021655746,0.4641280174901975,0.5157315445187501,0.5209782742723978,0.46235717938148074,0.502683809997979,0.5250329509672008,0.522099503537522,0.500303756669593,0.49331453832336264,0.45103102807086765,0.4951495745683468,0.5050840167614074,0.5159006226989149,0.44118212568989496,0.4988091288798516,0.45837732858826225,0.5,0.48192838346302236,0.500864649645702,0.546193693689596,0.47265831313933115,0.5420702595985472,0.5023683542990126,0.5331087839452361,0.5,0.5,0.510080601303215,0.5112285079878256,0.49471602236968243,0.5172371389152024,0.5070392936035208,0.45868163072550605,0.5334216902082758,0.5020665379725159,0.498593035640114,0.5213782561236453,0.4906900175497429,0.5187611974855687,0.4504070643449293,0.4680254143474797,0.4421032185994353,0.5055131992152849,0.4897480673454532,0.48482067111706284,0.5244215033402265,0.4971130555185958,0.5142600725006377,0.46541945405522966,0.5461931957590342,0.43558718085668735,0.5007978006519995,0.5077863807225901,0.5194494681585622,0.503865138484962,0.45438977794325286,0.5506142119570522,0.5738449577100028,0.5010457469709354,0.49965788919196863,0.5281331892270499,0.5299040951110165,0.5385330290151366,0.5,0.5043506885574671,0.49882900916525746,0.4892777478284597,0.545516241929805,0.5080727522204037,0.5272275034141107,0.5,0.487048493226133,0.51427013021771,0.530135760997965,0.4929532269061516,0.50151543607276,0.544869775220333,0.5198509280116763,0.5254724643088686,0.49313420106143624,0.5140379841868465,0.49323102497595683
His4r,0.5,0.5007454675610998,1.0,0.5,0.488706034698891,0.5,0.5021743752370582,0.483519350987507,0.48884952872254345,0.5298048549862461,0.526780252480221,0.5173484667622055,0.5299041062482509,0.48551781071654737,0.5101348793886378,0.5107745172961687,0.5064886822273994,0.4998309357847054,0.49767549908909636,0.4883431579820975,0.496060719955569,0.5073414596096367,0.48654262270093834,0.4984021443296407,0.49147943010296175,0.49874276578522514,0.5,0.5311154673289755,0.47819108716610503,0.5142799322554027,0.5055963221072031,0.44799070452824147,0.5106051974238959,0.48846994593294885,0.5286821289252139,0.5186833635817857,0.5049511585301942,0.5037608384132151,0.48515730096718385,0.5083610914297216,0.48216477664150414,0.5180078606003737,0.5176648959352811,0.4830327162877536,0.5039415178141843,0.46668029844483006,0.5428542999508496,0.49637034860901763,0.46004124331317897,0.47718804455820163,0.4663629233769765,0.5562964935803315,0.5242211876145361,0.4922604709246877,0.5632242992047184,0.49453672040028246,0.49289202049085074,0.4944571221294948,0.4901527044871688,0.4937158902857986,0.4979245366277582,0.5149751421953521,0.48960031568579626,0.5152091650445199,0.48223576528408735,0.47767335016588536,0.5027554117502265,0.5189209245964793,0.5228760618875843,0.5051663832368654,0.5122349198831757,0.47491746001066126,0.519832681902124,0.4782210353793644,0.521492529687007,0.5395220459175835,0.48435540115398895,0.49443596690936836,0.482549700288546,0.5178687780460716,0.46358946698040804,0.4639980876814131,0.5258589440194217,0.5061480124962279,0.5,0.5027554117502265,0.5006044951381348,0.459510375820629,0.498606333279626,0.5058729164475878,0.4879309804695169,0.4913353692301656,0.5245385059458747,0.46783854057550706,0.49598618335261346,0.4902723679013665,0.4955260597027858,0.5212226620709769,0.4852513814339104,0.5011266084759253,0.5164908188085979,0.510439705757677,0.49463913751135424,0.5033234160054524,0.484397349239166,0.519294767370925,0.5,0.4856027772973117,0.5597290968818477,0.5048216395466645,0.5209245404702258,0.5162607670457404,0.4903395394173032,0.5244854300859576,0.5,0.5,0.49994405746609066,0.492047548037556,0.501787230660948,0.4868737805415155,0.5129864001972928,0.4701107662815513,0.48579647667364506,0.49781974204729146,0.457940808351284,0.541284664661394,0.5208542914691127,0.48864500317146103,0.5053191778798694,0.48958229228111544,0.5131213246388987,0.4849437519895827,0.4840717122177659,0.48009045652284216,0.47877511855947646,0.5289915009626882,0.4844952755839317,0.5039702418383749,0.5323280209483296,0.5145206611820653,0.5385321175929236,0.48897352540861494,0.495221511512489,0.4864894364323035,0.5030430945493247,0.5277643209004163,0.5245657194882964,0.5634157668455907,0.48559514369016427,0.49743933604611823,0.5058783744598883,0.5048357044404754,0.5,0.5524023820938667,0.5338655535863452,0.49878314387588,0.4872469513184314,0.527863371717943,0.5164303324670353,0.5,0.5070295045143361,0.5088761190445996,0.495415958133486,0.49983891605028574,0.5035203211032896,0.5029581047274739,0.5146554278399519,0.5010735572087616,0.4947786252690924,0.4750403683894929,0.5342909093775298
CG42815,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RpS3A,0.5,0.5265259066255192,0.488706034698891,0.5,1.0,0.5,0.4786701850358772,0.521069802568433,0.5109175837595121,0.5625318494398053,0.49479023728910315,0.5497372530216608,0.49040013663410265,0.49962302753316534,0.5297754673380055,0.5022815489013064,0.5623991620687171,0.5226122153886058,0.5078086933270405,0.4814406682917407,0.4986744614436959,0.5332169546659623,0.5124539444757233,0.4996602777195937,0.48478845132020487,0.5474928270795674,0.5,0.5341751214907019,0.47263974450503676,0.5778031077952943,0.5150164383033384,0.4734011363742946,0.5090339227224362,0.5403031943261116,0.4833159808139304,0.5025536743082564,0.5472566307088264,0.5538223986729842,0.4988944596233729,0.5597431815653956,0.5196078149370176,0.4787297465081149,0.5114001037003915,0.5034999385832561,0.49421017726246047,0.465417014434504,0.48588495462427317,0.4935460530811193,0.5786294137369625,0.5065436108710036,0.5450447253992133,0.48516595256136374,0.4973938456400097,0.5222911928424606,0.4841375348969369,0.5076275189139531,0.5432681005844482,0.5146522121696657,0.5523682077729326,0.5225523652843149,0.5072719382964151,0.5196412162373835,0.4947249874745634,0.48516399542628824,0.5530353875075664,0.5135703571656375,0.5234875615431585,0.5105482693379189,0.5058921013477448,0.4914339070610974,0.526672426142317,0.4555760204679789,0.46358870150209,0.4728196497679633,0.5393865916274863,0.46556587191891985,0.48833428504111925,0.46512125995658526,0.5725803668888144,0.49762947368562827,0.5296555164813594,0.4884277481399427,0.480424365404684,0.5030820452193532,0.5,0.4896152385201237,0.47768980453551696,0.49850898904335367,0.5311961573349139,0.5287594688201767,0.48479009143533797,0.5373507755538566,0.5213048867876405,0.47457116018334505,0.5251403612815921,0.5535107546642402,0.5190252447986764,0.5084043576593161,0.4833277247808151,0.4803055915879284,0.5069674392835557,0.5182079824465029,0.5144483301609343,0.4886524191118416,0.506100375622174,0.4793636398941525,0.5,0.5044425562113499,0.5013013217799089,0.5428057011336089,0.48360524743072,0.5584893531943778,0.4787341567150678,0.5346083199235966,0.5,0.5,0.5723438422031522,0.5352957469067985,0.4975869450854455,0.5097392736197557,0.5153105110106627,0.5177814984347944,0.5400121059038211,0.5489915604245508,0.5212735031405369,0.5048264906950272,0.5729711778979883,0.5521073115118427,0.4809009451923254,0.5079967598060637,0.4621924643652788,0.5300472654484188,0.5025474898615944,0.5330378870835938,0.5117425251262459,0.4934058401443057,0.526488842554019,0.48266858539348584,0.5471567928561696,0.48775093594173025,0.49936522096535907,0.5142205923973933,0.49058988748134635,0.4866407338739166,0.4953285756385558,0.5337399051870454,0.518125970952397,0.4780750079527617,0.5030870325120326,0.5389637445888991,0.5525185801601495,0.5579152547841719,0.5,0.4833776146082775,0.48001214045989576,0.514971653310236,0.5623693358611876,0.4802026857346622,0.5304863599658779,0.5,0.5378728865850737,0.5390882502507663,0.5342433343321679,0.5127872001672619,0.5284706116896907,0.5232782954118782,0.5146630839330432,0.5276446242420116,0.5443884667702725,0.5440686744747594,0.4886621720296297
Jon44E,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Lcp65Ag1,0.5,0.43170532514461496,0.5021743752370582,0.5,0.4786701850358772,0.5,1.0,0.47302888357599554,0.4510769785111577,0.45924386486393626,0.5517353318984132,0.4619171938897082,0.4943808546802825,0.691557219143673,0.47600447942154944,0.6940356865458367,0.47247156970720644,0.44764511287655545,0.5147399437081849,0.5190217453366722,0.5174188595204102,0.5405418471854411,0.513807823089595,0.6194526845324689,0.724885001931374,0.49381183969204345,0.5,0.39347798358358604,0.5158092713828359,0.4700042453756473,0.5409328324209423,0.6299254767527911,0.47146755074378044,0.5371624833023898,0.47811493477477063,0.509359626064576,0.5118305612575159,0.49250831306279114,0.5227741835339146,0.45970086745634997,0.5230921274736893,0.7734179647886713,0.5246430168817525,0.5003433505584691,0.5408725693491123,0.5092808961494264,0.49258075799499923,0.4777590501969338,0.4381078132634703,0.5001616856529467,0.46439253854088447,0.4580918193629247,0.48595526636887687,0.5008792306588037,0.4421406263207261,0.5270515094416147,0.49185088885266426,0.48005868637200555,0.45828529167401266,0.471135866919064,0.5031454624455469,0.5302602785693558,0.4958362835951224,0.49932920426808464,0.4903328423689425,0.5080979642600323,0.48633674557477335,0.6058004171005744,0.49316650173591886,0.7482972341192239,0.4915180420460253,0.4960317269340672,0.74098092235279,0.5389409593137879,0.4523704562583374,0.5985031884530478,0.49834952143669736,0.5259464129457657,0.4437366037877565,0.4812675090088595,0.48154781521477286,0.5547173732521429,0.4986658637573829,0.5236250568687689,0.5,0.50570328468225,0.5227351739622258,0.5388398473259682,0.5008821457784711,0.5268024920427721,0.7512119393564649,0.4442763280361481,0.48598324330536874,0.55269025418678,0.5032029990178252,0.4736971520836553,0.5085003377793437,0.5018593855050796,0.49911330041610474,0.8569601241148512,0.448094093199118,0.4806251452811539,0.4869744014298797,0.6483681088748843,0.5749717522906643,0.7630581452892108,0.5,0.49977051051611415,0.46986014717459446,0.5387700042306454,0.619497090237316,0.48865245144655456,0.507181233206781,0.44106078132069315,0.5,0.5,0.43070349534046715,0.4338905932386309,0.4927249924491415,0.5355304100093496,0.464843527499159,0.6360592214123244,0.49051024030847235,0.5254404808910098,0.4669448031120493,0.45164756190160643,0.48172480712059057,0.4466232477033501,0.7505860015558721,0.6316489252806772,0.8747974075841172,0.5422589035658651,0.5034784509919131,0.5176258503193478,0.48354396243207826,0.4859001314649244,0.4812811587452166,0.5285291614775371,0.465360854974221,0.8529305040593376,0.5104916060676975,0.49968829781272583,0.49710587653275706,0.49651253481100793,0.7619204409608429,0.47084572717063444,0.4491158682220475,0.45281435379420715,0.4929987364924841,0.525990331833982,0.5624079904653717,0.46688767068191916,0.5,0.4418542206581309,0.44507031576927286,0.576239042445615,0.4369473274052916,0.4924097505221361,0.5437842847410853,0.5,0.542303748386821,0.5011335883316624,0.5259889743128443,0.4911828057434533,0.5056480495234235,0.5173451262429782,0.5135248595226245,0.5096930472362341,0.5142138939007541,0.49666234799986997,0.48998187940809085
CG7630,0.5,0.5553739866563294,0.483519350987507,0.5,0.521069802568433,0.5,0.47302888357599554,1.0,0.5520082228293898,0.5715205507399548,0.48226396366900853,0.5415024920792814,0.4770792229482455,0.4781383852306092,0.536778514520857,0.4538750137471032,0.5297685060404405,0.5216905870387096,0.5082452745541655,0.5234389792778538,0.503234042664723,0.5402859430491619,0.5258721265013843,0.4793633286176392,0.4528980745404329,0.5477335479501013,0.5,0.49940676192894295,0.4880090328552555,0.569464472602603,0.5161850566929856,0.45866093100135036,0.5243362153498723,0.5334984924727338,0.4845211117893421,0.534066728213637,0.49628232628587576,0.5281834443699317,0.5457627787113162,0.5758159174213336,0.5066125553239647,0.455254475444837,0.5113215590550945,0.5246937942695464,0.48282973869244444,0.4793789397877535,0.47523470481035124,0.5104976493160522,0.5543763573082295,0.4884533545365351,0.566330027353715,0.45253553319462925,0.49400612358614554,0.5427024668752475,0.4636351421426825,0.5442342819668017,0.5294292305378121,0.5468313313483905,0.5856074181799269,0.5327452493254917,0.5399596204359998,0.5257584092136057,0.4961286216954827,0.49951567851516526,0.5567699704952186,0.4883557353278237,0.5051264343631566,0.4934726662000625,0.4924887843509594,0.48314119795755356,0.5303529486147636,0.48017766753918134,0.4572315879293248,0.47630361931646825,0.5702420246321757,0.45386434870478876,0.49954057126246004,0.483395398697074,0.5778857098530956,0.47554405449660603,0.5172854381005032,0.46349043133193063,0.48613807085771704,0.5070262373862499,0.5,0.5199323181065297,0.4715303108311415,0.48603903840142937,0.5386762921496391,0.5137445211867798,0.46570622398019357,0.5357037228313782,0.4888200995551383,0.4888248132934093,0.5455004313789378,0.5666634151077883,0.49905700387306035,0.5440661980669064,0.4983131797596775,0.47481187483755816,0.4901469600349581,0.5265729132101654,0.5341764016117805,0.49373026752397986,0.506642276195187,0.48080817982491314,0.5,0.49378349103248814,0.4892966148499972,0.5324104659215866,0.46939418157938795,0.5406101201264615,0.45611242180053185,0.5668989925325087,0.5,0.5,0.5532468214950108,0.5433592116873415,0.487767027567615,0.5178977492425699,0.5325369900028153,0.4677937414418211,0.541741950377818,0.5320725319026649,0.5439087875943476,0.5324650963979976,0.576583725569788,0.561844312791959,0.4610426004088932,0.46786658254447755,0.4642874261849779,0.5305366461664722,0.48099801937690556,0.5124825741180389,0.5191477334875986,0.48502162113306413,0.5490383625841988,0.48028011538443693,0.5226057528059215,0.4695659938399198,0.47164648279470317,0.5428348976044106,0.4737104940083679,0.5093298512822516,0.4874411034756857,0.5096301423544601,0.5309497356337525,0.4576798701123509,0.5398951662196754,0.537110518905935,0.5371274906444048,0.5511110286823401,0.5,0.47567497417689714,0.4656740492631996,0.4945554816490533,0.5744385035166253,0.48079922446458295,0.5287790827477856,0.5,0.5313975063388593,0.5455431103442202,0.538413895921561,0.5306749912237337,0.5501832904499354,0.5572658852773953,0.5323694250288651,0.5335208254275354,0.5173211539553113,0.5496987371402882,0.4855846980633181
ATPsynG,0.5,0.5157368086821426,0.48884952872254345,0.5,0.5109175837595121,0.5,0.4510769785111577,0.5520082228293898,1.0,0.586943160820134,0.45794851839109996,0.5316866338255797,0.48592746121286806,0.46482702499121076,0.5268422180700444,0.4611010067404824,0.5436462936737971,0.5264520791535685,0.5249166585067541,0.5065491268329235,0.513766315084485,0.5244338464652634,0.5071743808776149,0.4562648001278943,0.4515234246508845,0.5274516404625393,0.5,0.49485939203805823,0.47640250897676756,0.5499446738372241,0.5220063061099766,0.4791862537434648,0.5021454194590844,0.5090655652772592,0.49485300879994,0.5284223808394168,0.5227099222474926,0.5307678734765406,0.5014827161249593,0.5779947469357969,0.5025933104787338,0.47006746429948093,0.5203336010152563,0.5280982788977538,0.4708239094299315,0.49094246363308713,0.47454416025466084,0.5312560449034411,0.5298272449887074,0.5259151915036483,0.5719928272318401,0.47187304500957805,0.48101801303828323,0.5193577179593876,0.4639539501854214,0.507965804735661,0.5210451720064688,0.5150263726373507,0.5730699896945775,0.558019658839318,0.5247932144305767,0.5192563336976198,0.4974095030108502,0.5186952603489705,0.5301140025775195,0.49481210522727287,0.47974908870737126,0.4817731020763831,0.4826860380294772,0.460530814274795,0.5344900865102635,0.4882977238137985,0.43771057442117145,0.46163529693090544,0.5802079175218094,0.4455750809581939,0.4938815199723858,0.4860760080243145,0.5568454545306422,0.519933367920003,0.5146452157045416,0.47543747333872155,0.5008432533742775,0.5188582908346451,0.5,0.5333306655120708,0.481871493041542,0.48206666629786915,0.5182205613060963,0.5224810298357849,0.43541010081852793,0.5321618374132455,0.48833686262787535,0.4720036641421226,0.5253105081795413,0.554766867351677,0.4936001142166402,0.5626306595903127,0.4924751509554551,0.44006070693898447,0.47673095651156505,0.5310366717941487,0.5270984498100608,0.48201084119845183,0.4751405600447212,0.4782161025180148,0.5,0.5053730192796222,0.48984143534318614,0.5367170686434556,0.47756477453350477,0.545386675756705,0.4850479844229414,0.5484051677333848,0.5,0.5,0.5636292758349155,0.5394542221885091,0.5065491268329235,0.5113233955380061,0.5039856936349179,0.47805088341129487,0.5380061019740199,0.5743739861290682,0.5344874450371813,0.5366583537810051,0.5292294902249733,0.5728566554226844,0.4557745483399707,0.48156511484698916,0.4562251256844906,0.5397587807985315,0.48584982257633785,0.5101979045552492,0.5276731092306169,0.48963980234208976,0.551855044472402,0.47653914962342225,0.4986020009588866,0.4503002381639567,0.4842813537618542,0.515940270494408,0.48874928104881316,0.4952343454376053,0.45743228011406173,0.504133298596452,0.5548568152425792,0.4801831576231781,0.5336822017203274,0.5320418839285151,0.5457427587993087,0.5401522616253311,0.5,0.47748710590290433,0.4784571164605634,0.4698116219090251,0.5485309774182338,0.49168244340264344,0.5239362830458498,0.5,0.5023245481571976,0.5083898804351824,0.5024148348390836,0.5191316721022562,0.5436829504896105,0.5285085726319528,0.5257753876769679,0.5415021534979512,0.5113978919128326,0.5307689508963266,0.4770276616706145
RpL39,0.5,0.547120888982712,0.5298048549862461,0.5,0.5625318494398053,0.5,0.45924386486393626,0.5715205507399548,0.586943160820134,1.0,0.4857315982521175,0.645014013558401,0.4638014316203216,0.48125041200480584,0.6300713053879806,0.5033210060634118,0.6030278525087003,0.5387173893050708,0.5450092175059776,0.5153698249834878,0.48298481930607085,0.513342978587655,0.5150486571437595,0.48994412628803485,0.46256626503783943,0.5823360046137012,0.5,0.6099340311253714,0.47302817248976264,0.6488583007258698,0.49340474628005154,0.4409502428457871,0.5129074630603883,0.5251279035815121,0.4770302626853584,0.6014256680444423,0.5873153198322919,0.5768239926768693,0.5412008497916431,0.6547813545336802,0.504438926860127,0.42795967035482774,0.535784092608435,0.5758802414451589,0.4625814735475442,0.4437696017459613,0.4821970858012101,0.5308170476176823,0.5891602104026488,0.5311610609158885,0.5867334645300027,0.4606119234158705,0.46468286154798066,0.6007112855337569,0.4494909666197699,0.5318623197884249,0.5904339228160704,0.5273015786722971,0.6451059555677666,0.5345086833999901,0.5379294266311171,0.5103361665594016,0.49794806003766495,0.5127464282990758,0.5955409589502865,0.4672113429314708,0.5079514391848271,0.5180822522920077,0.4922346587466062,0.474838741193897,0.5841655482871511,0.44034862838044286,0.4408684835826999,0.44894389561546477,0.6563812732958576,0.4657441699530915,0.49331104299074463,0.4688250700585949,0.6470997120819756,0.5174819364870761,0.5073106240889466,0.46278555126355914,0.4709563573249965,0.5544296391460001,0.5,0.5320212869875005,0.47103488169025587,0.464562830662435,0.5668452244320447,0.6003731044174745,0.4568163257121939,0.5862363195189529,0.48915098210421565,0.4366602338475629,0.5779946376236119,0.6569743425586398,0.4961144198689568,0.5777342670011951,0.4804156058449008,0.453028516687456,0.5397644013948767,0.5429725811668691,0.5720141466638871,0.4699344075725549,0.48954912216320523,0.4944702036849856,0.5,0.44951996589322096,0.5081995712042958,0.5210704173663222,0.437485921671695,0.6365259671469206,0.474417473281442,0.5984823308225068,0.5,0.5,0.6517025556819174,0.6174885952714905,0.5268188312032295,0.5106678731311228,0.5647126965605812,0.521389348671424,0.5771810435936424,0.5833186098106297,0.5508978538489421,0.5799101283643369,0.6181071567959014,0.638989332112326,0.4733338230495241,0.44783240915591804,0.45778800682583104,0.4978244880611874,0.5260232751350364,0.49262629846721456,0.5689562018893606,0.47204989372962675,0.5723754674573758,0.44503719520642965,0.5779117101982385,0.46245568943646836,0.4760158351809617,0.5224023734797243,0.4810741493519199,0.47599763090426755,0.49104185940394446,0.5821766699472334,0.5677347212690506,0.44816983684266065,0.5138255803602833,0.5304455411717277,0.5172271083103576,0.6128439662401098,0.5,0.44563471083115436,0.4389736826640075,0.5214328205219149,0.5974198322454766,0.4767233030334927,0.5639840112337732,0.5,0.5879650511452436,0.5776219642659558,0.5554456440776806,0.5680824711572455,0.6002004901951173,0.5272818082808597,0.4993416646772849,0.5046673477397812,0.5552189210934441,0.6154619321430419,0.4644747917556954
